MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,Age,BathsTotal,BedsTotal,BathsFull,BathsHalf,DOM,Year_List,Year_Sold,List_Price,Sale_Price,Listing_Date,Sale_Date,Year_Built
CRJT21105353,7695 Rockaway AVE ,Yucca Valley,92284,San Bernardino,3,1765,20615,16,2,3,2,0,11,2021,2021,580000,595000,5/17/2021 0:00,5/28/2021 0:00,2005
BE40950407,1225 Arlington Rd ,Livermore,94551,Alameda,8,1559,6000,54,2,3,2,0,6,2021,2021,849500,950000,5/20/2021 0:00,5/26/2021 0:00,1967
CC40950373,1039 Buchan Drive ,Lafayette,94549,Contra Costa,6,2140,10070,67,2,4,2,0,8,2021,2021,1595000,1800000,5/18/2021 0:00,5/26/2021 0:00,1954
CRSW21109284,39055 Via Las Sintras ,Murrieta,92562,Riverside,1,1842,7841,33,3,4,2,1,0,2021,2021,499999,530000,5/21/2021 0:00,5/21/2021 0:00,1988
CRNDP2105495,925 Daisy Ave ,Carlsbad,92011,San Diego,5,1910,8100,43,1,3,1,0,19,2021,2021,1190000,1300000,5/5/2021 0:00,5/24/2021 0:00,1978
ME221055618,4098 Tenaja WAY ,Rancho Cordova,95742,Sacramento,4,2925,6747,10,4,4,3,1,5,2021,2021,665000,677000,5/21/2021 0:00,5/26/2021 0:00,2011
ML81844577,812 Pohono CT ,Tracy,95304,San Joaquin,10,2356,7031,6,4,4,3,1,7,2021,2021,695000,825000,5/19/2021 0:00,5/26/2021 0:00,2015
CRSB21107171,5418 Halison ST ,Torrance,90503,Los Angeles,0,1120,5311,65,2,3,2,0,6,2021,2021,1199000,1225000,5/19/2021 0:00,5/25/2021 0:00,1956
ME221044981,2928 Admiral DR ,Stockton,95209,San Joaquin,10,1655,6630,41,2,3,2,0,5,2021,2021,439000,460000,5/20/2021 0:00,5/25/2021 0:00,1980
ME221051320,5079 Pasadena AVE ,Sacramento,95841,Sacramento,4,1788,20038,36,3,3,2,1,4,2021,2021,515000,526000,5/20/2021 0:00,5/24/2021 0:00,1985
CRIG21108529,36051 Lipizzan LN ,Wildomar,92595,Riverside,1,3450,10019,16,3,5,3,0,4,2021,2021,625000,735000,5/19/2021 0:00,5/23/2021 0:00,2005
CRPTP2103414,1224 Bodega Bay DR ,Chula Vista,91915,San Diego,5,2472,5282,27,3,4,3,0,45,2021,2021,865000,865000,4/9/2021 0:00,5/24/2021 0:00,1994
BA321035179,4254 Dry Creek RD ,Napa,94558,Napa,30,3307,673873,71,4,3,3,1,8,2021,2021,3495000,3495000,5/17/2021 0:00,5/25/2021 0:00,1950
ME221053324,5949 Raymond WAY ,Sacramento,95820,Sacramento,4,1134,5227,73,2,2,1,1,6,2021,2021,489000,535000,5/21/2021 0:00,5/27/2021 0:00,1948
CROC21110732,25912 Wicklow LN ,Lake Forest,92630,Orange,2,1222,3420,36,2,2,2,0,4,2021,2021,749900,730000,5/23/2021 0:00,5/27/2021 0:00,1985
BA321042074,723 Alta Vista RD ,Mill Valley,94941,Marin,15,1388,5998,74,2,2,2,0,1,2021,2021,1349000,1605000,5/18/2021 0:00,5/19/2021 0:00,1947
CRMC21107802,195 E 27th ST ,Merced,95340,Merced,22,1634,7405,83,2,2,2,0,7,2021,2021,389000,374000,5/20/2021 0:00,5/27/2021 0:00,1938
ME221055724,3708 Jasmine ST ,Sacramento,95838,Sacramento,4,1256,4792,75,2,3,2,0,8,2021,2021,270000,270000,5/21/2021 0:00,5/29/2021 0:00,1946
CRPI21105873,1431 Trail View PL ,Nipomo,93444,San Luis Obispo,14,2181,8203,7,3,2,2,1,5,2021,2021,1150000,1150000,5/19/2021 0:00,5/24/2021 0:00,2014
ML81844462,3329 Hacienda WAY ,Antioch,94509,Contra Costa,6,1597,6820,48,2,3,2,0,6,2021,2021,548000,600000,5/20/2021 0:00,5/26/2021 0:00,1973
ME221049406,745 Julian ST ,Turlock,95380,Stanislaus,12,832,8320,69,1,2,1,0,6,2021,2021,295000,315000,5/20/2021 0:00,5/26/2021 0:00,1952
BA321056915,42 Birch ,Corte Madera,94925,Marin,15,1360,6508,64,2,3,2,0,4,2021,2021,2300000,2300000,5/21/2021 0:00,5/25/2021 0:00,1957
ME221054181,7324 South Land Park Dr ,Sacramento,95831,Sacramento,4,2161,7841,56,3,3,2,1,7,2021,2021,585000,610000,5/19/2021 0:00,5/26/2021 0:00,1965
BE40948381,944 Marcella Ct ,Concord,94518,Contra Costa,6,1459,6800,42,2,3,2,0,5,2021,2021,798000,903000,5/20/2021 0:00,5/25/2021 0:00,1979
CNSR21102362,4855 Louise AVE ,Encino,91316,Los Angeles,0,3560,17711,71,3,4,2,1,11,2021,2021,2299000,2600000,5/13/2021 0:00,5/24/2021 0:00,1950
ML81844545,1 Mentone RD ,Carmel,93923,Monterey,24,2348,65340,57,3,4,2,1,1,2021,2021,3150000,3150000,5/16/2021 0:00,5/17/2021 0:00,1964
CRIV21107049,32833 Northshire CIR ,Temecula,92592,Riverside,1,3153,7405,17,3,4,3,0,5,2021,2021,799000,875000,5/18/2021 0:00,5/23/2021 0:00,2004
CREV21107026,23682 Lakeview DR ,Crestline,92325,San Bernardino,3,1740,5290,42,2,4,2,0,2,2021,2021,379900,400000,5/18/2021 0:00,5/20/2021 0:00,1979
CNSR21105945,9800 Oakdale AVE ,Chatsworth,91311,Los Angeles,0,1894,7601,63,2,3,2,0,2,2021,2021,975000,1060000,5/18/2021 0:00,5/20/2021 0:00,1958
CRCV21092298,549 N Foxdale AVE ,West Covina,91790,Los Angeles,0,1241,7168,66,2,3,2,0,31,2021,2021,669900,715000,4/29/2021 0:00,5/30/2021 0:00,1955
ML81846280,5958 Monteverde DR ,San Jose,95120,Santa Clara,7,2008,8391,48,3,4,2,1,0,2021,2021,1450000,1505000,5/28/2021 0:00,5/28/2021 0:00,1973
ML81844895,201 Loma Alta AVE ,Los Gatos,95030,Santa Clara,7,2555,7500,25,3,3,2,1,2,2021,2021,2898000,3100000,5/20/2021 0:00,5/22/2021 0:00,1996
CRSN21056943,42 El Cerrito DR ,Chico,95973,Butte,11,1709,10019,54,2,3,2,0,36,2021,2021,427000,427000,3/17/2021 0:00,4/22/2021 0:00,1967
CRSW21107130,43100 Jason CT ,Hemet,92544,Riverside,1,2508,43560,42,2,4,2,0,2,2021,2021,549900,589000,5/19/2021 0:00,5/21/2021 0:00,1979
CRCV21109262,717 Cedar View DR ,Beaumont,92223,Riverside,1,2143,6098,17,3,3,3,0,7,2021,2021,435000,456000,5/21/2021 0:00,5/28/2021 0:00,2004
ME221053010,4007 Arco Del Paso LN ,Sacramento,95834,Sacramento,4,1532,3223,5,2,2,2,0,7,2021,2021,449000,495000,5/17/2021 0:00,5/24/2021 0:00,2016
CROC21109678,33771 Cabrillo ,Dana Point,92629,Orange,2,2650,9000,46,3,2,2,1,6,2021,2021,4498000,4950000,5/21/2021 0:00,5/27/2021 0:00,1975
ME221031482,1510 Sutter Creek DR ,El Dorado Hills,95762,El Dorado,19,1804,10019,32,3,3,2,1,5,2021,2021,545000,619000,5/20/2021 0:00,5/25/2021 0:00,1989
CRND21109444,9709 Hinsdale ST ,Santee,92071,San Diego,5,1437,6477,121,2,3,2,0,4,2021,2021,709000,800000,5/20/2021 0:00,5/24/2021 0:00,1900
CRPI21104839,819 Pearl DR ,Arroyo Grande,93420,San Luis Obispo,14,1862,5850,60,3,4,3,0,9,2021,2021,725000,740000,5/18/2021 0:00,5/27/2021 0:00,1961
CRPW21108682,5488 E The Toledo ,Long Beach,90803,Los Angeles,0,3386,4094,66,2,5,2,0,20,2021,2021,3900000,4300000,5/3/2021 0:00,5/23/2021 0:00,1955
CNSR21105831,6108 Sandwood WAY ,Palmdale,93552,Los Angeles,0,2988,7703,16,3,4,3,0,15,2021,2021,499000,535000,5/15/2021 0:00,5/30/2021 0:00,2005
CRSN21100599,8 Freda CT ,Chico,95928,Butte,11,1377,8276,32,2,3,2,0,12,2021,2021,399000,425000,5/11/2021 0:00,5/23/2021 0:00,1989
CRIV21106265,10449 Nighthawk CT ,Moreno Valley,92557,Riverside,1,2232,4792,4,3,4,3,0,8,2021,2021,499000,525000,5/18/2021 0:00,5/26/2021 0:00,2017
CRSW21107149,29364 Owl Creek CT ,Menifee,92584,Riverside,1,2255,7000,16,3,4,2,1,0,2021,2021,500000,525000,5/19/2021 0:00,5/19/2021 0:00,2005
BE40950887,861 Mayview Way ,Livermore,94550,Alameda,8,1786,6000,55,3,3,3,0,6,2021,2021,1050000,1260000,5/20/2021 0:00,5/26/2021 0:00,1966
ME221053602,1022 Wailea WAY ,Roseville,95747,Placer,9,1406,7558,27,2,3,2,0,9,2021,2021,525000,525000,5/19/2021 0:00,5/28/2021 0:00,1994
CRMB21111401,1410 S Marianna AVE ,Los Angeles,90040,Los Angeles,0,863,3123,79,1,2,1,0,5,2021,2021,549000,530000,5/24/2021 0:00,5/29/2021 0:00,1942
CRPW21099069,2783 Mendoza DR ,Costa Mesa,92626,Orange,2,1867,6882,57,2,4,2,0,4,2021,2021,1025000,1150000,5/22/2021 0:00,5/26/2021 0:00,1964
BA321044866,2217 Hillridge DR ,Fairfield,94534,Solano,16,3208,16043,29,4,4,3,1,1,2021,2021,835000,905000,5/27/2021 0:00,5/28/2021 0:00,1992
CRMD21126099,39217 Quail ,Bass Lake,93604,Madera,28,2246,8798,78,2,5,2,0,5,2021,2021,970000,900000,4/24/2021 0:00,4/29/2021 0:00,1943
CRPI21106689,4923 Sparrow Hawk LN ,Paso Robles,93446,San Luis Obispo,14,1248,4750,41,2,3,2,0,3,2021,2021,425000,435000,5/18/2021 0:00,5/21/2021 0:00,1980
ME221047872,5230 Luttig CT ,Elk Grove,95757,Sacramento,4,2713,10855,16,4,3,3,1,8,2021,2021,710000,750000,5/19/2021 0:00,5/27/2021 0:00,2005
CC40950510,10 Glen Alpine ,Danville,94526,Contra Costa,6,4123,115434,42,5,5,4,1,8,2021,2021,2565000,2815000,5/19/2021 0:00,5/27/2021 0:00,1979
BA321045648,3700 Deauville PL ,Santa Rosa,95403,Sonoma,20,2717,10480,0,3,4,3,0,0,2021,2021,1349000,1349000,5/26/2021 0:00,5/26/2021 0:00,2021
CC40951619,673 Rock Oak Rd ,Walnut Creek,94598,Contra Costa,6,2167,12160,53,3,4,2,1,20,2020,2021,1050000,1050000,12/19/2020 0:00,1/8/2021 0:00,1968
CRSB21101570,15961 Miami WAY ,Pacific Palisades,90272,Los Angeles,0,1898,6313,80,2,3,2,0,8,2021,2021,2495000,2601500,5/19/2021 0:00,5/27/2021 0:00,1941
TM21-734856,23331 Malibu Colony RD 114A,Malibu,90265,Los Angeles,0,1518,11980,48,2,2,1,1,0,2021,2021,8000000,7803879,5/21/2021 0:00,5/21/2021 0:00,1973
CRIV21089482,26030 Coronada DR ,Moreno Valley,92555,Riverside,1,2754,7405,34,3,4,2,1,23,2021,2021,600000,650000,4/30/2021 0:00,5/23/2021 0:00,1987
CRV1-5982,1009 Grandview AVE ,Ojai,93023,Ventura,17,1840,8008,63,2,3,2,0,28,2021,2021,939900,945000,4/30/2021 0:00,5/28/2021 0:00,1958
BA321045027,211 Fairway DR ,Novato,94949,Marin,15,2321,17873,47,3,3,3,0,31,2021,2021,1899000,1910000,3/6/2021 0:00,4/6/2021 0:00,1974
BE40956574,1111 Fountain St ,Alameda,94501,Alameda,8,1613,3300,98,2,4,2,0,3,2021,2021,1325000,1325000,5/21/2021 0:00,5/24/2021 0:00,1923
CRPTP2103326,9803 Grosalia AVE ,La Mesa,91941,San Diego,5,1942,16604,58,2,4,2,0,9,2021,2021,1150000,1150000,5/14/2021 0:00,5/23/2021 0:00,1963
ME221052959,939 K ST ,Davis,95616,Yolo,26,1260,7135,57,2,3,2,0,8,2021,2021,709000,750000,5/17/2021 0:00,5/25/2021 0:00,1964
CRSW21108843,28805 Corte Suerte ,Menifee,92584,Riverside,1,1329,6970,32,2,3,2,0,4,2021,2021,455000,490000,5/20/2021 0:00,5/24/2021 0:00,1989
CNSR21106882,30496 Passageway PL P1,Agoura Hills,91301,Los Angeles,0,1614,4034,41,3,2,2,1,9,2021,2021,745000,785000,5/19/2021 0:00,5/28/2021 0:00,1980
ME602147,7871 Garden HWY ,Yuba City,95991,Sutter,23,3080,60548,109,4,5,4,0,49,2021,2021,525000,489000,3/12/2021 0:00,4/30/2021 0:00,1912
BA321046703,2378 10 Gate RD ,Fairfield,94534,Solano,16,1900,5746,29,3,4,2,1,0,2021,2021,565000,565000,5/28/2021 0:00,5/28/2021 0:00,1992
CROC21104925,208 S Monte Vista ST ,La Habra,90631,Orange,2,620,6250,91,1,2,1,0,8,2021,2021,469000,550000,5/16/2021 0:00,5/24/2021 0:00,1930
CRIV21101272,20249 Edmund RD ,Riverside,92508,Riverside,1,1550,7405,30,2,4,2,0,14,2021,2021,520000,552500,5/12/2021 0:00,5/26/2021 0:00,1991
BA321024324,44 Sunshine AVE ,Sausalito,94965,Marin,15,4845,11565,120,6,5,5,1,29,2021,2021,4795000,5050000,4/29/2021 0:00,5/28/2021 0:00,1901
CRPTP2103214,10349 Paseo Palmas ,Lakeside,92040,San Diego,5,1971,6285,36,3,4,3,0,13,2021,2021,729900,781000,5/12/2021 0:00,5/25/2021 0:00,1985
ML81844985,3367 Lindenoaks DR ,San Jose,95117,Santa Clara,7,1400,7080,65,2,4,2,0,8,2021,2021,1398000,1595000,5/20/2021 0:00,5/28/2021 0:00,1956
ML81844864,125 S Gordon WAY ,Los Altos,94022,Santa Clara,7,4161,20615,91,4,5,4,0,7,2021,2021,4995000,5820000,5/20/2021 0:00,5/27/2021 0:00,1930
CREV21101524,1360 Quince ST ,Beaumont,92223,Riverside,1,2387,7841,7,3,4,3,0,13,2021,2021,490000,500000,5/12/2021 0:00,5/25/2021 0:00,2014
ME221054824,948 Vauxhall AVE ,Galt,95632,Sacramento,4,2944,8581,17,3,4,3,0,9,2021,2021,679900,690000,5/21/2021 0:00,5/30/2021 0:00,2004
ML81844348,2063 Belle AVE ,San Carlos,94070,San Mateo,13,1030,5500,75,1,2,1,0,0,2021,2021,1625000,1625000,5/17/2021 0:00,5/17/2021 0:00,1946
CRIV21114956,1048 W 8th ST ,San Bernardino,92411,San Bernardino,3,2121,7500,0,3,4,3,0,2,2021,2021,439900,440000,5/27/2021 0:00,5/29/2021 0:00,2021
CRIG21102297,12292 Arenisca Verde DR ,Moreno Valley,92557,Riverside,1,1583,4792,38,2,4,2,0,13,2021,2021,399000,430000,5/12/2021 0:00,5/25/2021 0:00,1983
CC40950835,4104 Palomar Dr ,Antioch,94531,Contra Costa,6,2320,8064,37,3,4,3,0,6,2021,2021,649900,781000,5/20/2021 0:00,5/26/2021 0:00,1984
ME221053578,7005 Salmon River DR ,Sacramento,95842,Sacramento,4,1315,8276,46,2,4,2,0,9,2021,2021,320000,346000,5/18/2021 0:00,5/27/2021 0:00,1975
CC40950000,1869 Ridgeland Cir ,Danville,94526,Contra Costa,6,1705,3200,35,3,3,2,1,9,2021,2021,988000,1183000,5/18/2021 0:00,5/27/2021 0:00,1986
ME221075669,1184 Potomac WAY ,Plumas Lake,95961,Yuba,18,1818,8874,0,2,3,2,0,7,2020,2020,392530,397680,12/12/2020 0:00,12/19/2020 0:00,2021
ME221060383,20430 Midland DR ,Sonora,95370,Tuolumne,42,1488,83200,58,3,3,3,0,3,2021,2021,489000,499000,5/27/2021 0:00,5/30/2021 0:00,1963
CC40952064,840 Crossbrook Ct ,Moraga,94556,Contra Costa,6,2133,24394,56,2,4,2,0,0,2021,2021,1725000,1725000,5/28/2021 0:00,5/28/2021 0:00,1965
CRNDP2105589,32467 Cervin CIR ,Temecula,92592,Riverside,1,1205,5662,28,2,3,2,0,2,2021,2021,420000,440000,5/20/2021 0:00,5/22/2021 0:00,1993
CRPW21102374,1594 Avenida Mantilla ,Oceanside,92056,San Diego,5,2098,4328,27,3,4,2,1,5,2021,2021,800000,800000,5/19/2021 0:00,5/24/2021 0:00,1994
CRMB21106676,43635 Elm AVE ,Lancaster,93534,Los Angeles,0,2306,7385,43,2,4,2,0,1,2021,2021,425000,445000,5/18/2021 0:00,5/19/2021 0:00,1978
TM21-754952,4146 PROSPECT AVE ,Los Angeles,90027,Los Angeles,0,1430,5398,97,1,3,1,0,13,2021,2021,1400000,1385000,5/11/2021 0:00,5/24/2021 0:00,1924
CRPW21068803,18902 El Moro WAY ,Villa Park,92861,Orange,2,2608,24699,57,3,4,3,0,39,2021,2021,1400000,1450000,4/1/2021 0:00,5/10/2021 0:00,1964
CNSR21105788,5254 Buffalo AVE ,Sherman Oaks,91401,Los Angeles,0,1658,6850,71,2,3,2,0,6,2021,2021,1449000,1700000,5/19/2021 0:00,5/25/2021 0:00,1950
CRV1-6066,909 Sylvia AVE ,Ridgecrest,93555,Kern,32,2908,10454,48,4,4,3,1,2,2021,2021,340000,314000,5/25/2021 0:00,5/27/2021 0:00,1973
ME221057963,9203 N El Dorado ST ,Stockton,95210,San Joaquin,10,1255,6499,60,2,3,2,0,1,2021,2021,250000,245000,5/26/2021 0:00,5/27/2021 0:00,1961
ME221052490,4920 Escondito Court ,Camino,95709,El Dorado,19,1724,130680,33,2,3,2,0,8,2021,2021,505000,510000,5/17/2021 0:00,5/25/2021 0:00,1988
ML81844738,1035 Palm ST ,San Jose,95110,Santa Clara,7,1506,4492,72,2,3,2,0,8,2021,2021,899000,1060000,5/19/2021 0:00,5/27/2021 0:00,1949
SF421553599,165 Windsor ,Daly City,94015,San Mateo,13,2218,3400,70,2,4,2,0,8,2021,2021,1299000,1405000,5/18/2021 0:00,5/26/2021 0:00,1951
CC40951335,86 Hillview Dr ,Danville,94506,Contra Costa,6,2780,9490,30,3,5,3,0,2,2021,2021,1825000,2165000,5/26/2021 0:00,5/28/2021 0:00,1991
BE40951886,4250 Azores Ct ,Livermore,94550,Alameda,8,2727,9615,14,3,5,3,0,0,2021,2021,1375000,1500000,5/28/2021 0:00,5/28/2021 0:00,2007
CRSC21109883,4499 Spanish Oaks DR ,San Luis Obispo,93401,San Luis Obispo,14,2931,10534,18,4,4,3,1,6,2021,2021,1345000,1319000,5/21/2021 0:00,5/27/2021 0:00,2003
ME201904207,8839 Pass RD ,Sutter,95982,Sutter,23,1080,13068,65,2,2,2,0,253,2019,2020,440000,260000,12/23/2019 0:00,9/1/2020 0:00,1956
CRNDP2105638,1690 Madrone Gln ,Escondido,92027,San Diego,5,1072,4751,34,2,2,2,0,12,2021,2021,459000,490000,5/14/2021 0:00,5/26/2021 0:00,1987
CROC21095700,16990 Monterey RD ,Lake Elsinore,92530,Riverside,1,3388,99752,30,4,4,3,1,25,2021,2021,775000,775000,5/2/2021 0:00,5/27/2021 0:00,1991
BA321047381,1518 James ST ,Fairfield,94533,Solano,16,1014,6098,62,1,3,1,0,0,2021,2021,430000,430000,5/7/2021 0:00,5/7/2021 0:00,1959
CRCV21079380,19712 Cameron AVE ,Covina,91724,Los Angeles,0,4028,43018,61,4,4,4,0,1,2021,2021,1368000,1338000,5/17/2021 0:00,5/18/2021 0:00,1960
CRLC21111973,12697 Center WAY ,Clearlake Oaks,95423,Lake,29,760,5000,69,1,2,1,0,0,2021,2021,149000,130000,5/25/2021 0:00,5/25/2021 0:00,1952
CC40950800,2882 Fyne Dr ,Walnut Creek,94598,Contra Costa,6,1677,9800,58,2,4,2,0,5,2021,2021,1195000,1500000,5/20/2021 0:00,5/25/2021 0:00,1963
ML81844342,1260 Castlemont AVE ,San Jose,95128,Santa Clara,7,1240,5691,63,2,3,2,0,8,2021,2021,1350888,1450000,5/20/2021 0:00,5/28/2021 0:00,1958
CRMB21102237,7064 Wheeler CT ,Fontana,92336,San Bernardino,3,1980,8000,20,3,4,3,0,16,2021,2021,550999,590000,5/10/2021 0:00,5/26/2021 0:00,2001
ML81845080,6861 Goldpine WAY ,San Jose,95120,Santa Clara,7,3237,12668,48,3,5,3,0,6,2021,2021,2488000,2650000,5/21/2021 0:00,5/27/2021 0:00,1973
ME202100934,4031 Bogue RD ,Yuba City,95993,Sutter,23,2432,43560,37,3,3,2,1,9,2021,2021,619000,702000,4/16/2021 0:00,4/25/2021 0:00,1984
ML81845846,1200 Amesti RD ,Watsonville,95076,Santa Cruz,25,2328,53927,19,2,3,2,0,4,2021,2021,1595000,1650000,5/26/2021 0:00,5/30/2021 0:00,2002
CRPW21109102,905 Mccart CIR ,Brea,92821,Orange,2,1603,7015,62,1,3,1,0,6,2021,2021,750000,800000,5/20/2021 0:00,5/26/2021 0:00,1959
CRPW21107372,453 Castlegate LN ,Brea,92821,Orange,2,1478,8960,54,2,3,2,0,6,2021,2021,899900,965000,5/19/2021 0:00,5/25/2021 0:00,1967
CRPW21103951,11821 Greenbrier LN ,Grand Terrace,92313,San Bernardino,3,1866,2664,4,3,3,2,1,16,2021,2021,480000,516000,5/13/2021 0:00,5/29/2021 0:00,2017
CRIV21104178,12185 Country Club LN ,Grand Terrace,92313,San Bernardino,3,2133,12054,59,3,5,3,0,8,2021,2021,545000,570000,5/15/2021 0:00,5/23/2021 0:00,1962
CRNDP2104858,29670 Windwood CIR ,Temecula,92591,Riverside,1,2417,6098,21,4,4,3,1,27,2021,2021,650000,670000,5/3/2021 0:00,5/30/2021 0:00,2000
CRDW21109849,10029 Sideview DR ,Downey,90240,Los Angeles,0,2317,10203,66,2,3,2,0,6,2021,2021,989000,1050000,5/24/2021 0:00,5/30/2021 0:00,1955
CRDW21109813,1013 Ronan AVE ,Wilmington,90744,Los Angeles,0,1610,7582,40,3,3,2,1,4,2021,2021,600000,650000,5/21/2021 0:00,5/25/2021 0:00,1981
CROC21111449,6342 Turnberry CIR ,Huntington Beach,92648,Orange,2,3967,7000,32,4,4,3,1,0,2021,2021,2400000,2400000,5/24/2021 0:00,5/24/2021 0:00,1989
CRPW21082835,12040 S Riviera ,Tustin,92782,Orange,2,3111,7865,28,3,4,3,0,38,2021,2021,1595000,1600000,4/16/2021 0:00,5/24/2021 0:00,1993
ML81844534,4200 Farrell WAY ,Santa Clara,95054,Santa Clara,7,2989,3810,17,4,4,3,1,6,2021,2021,2099000,2500000,5/18/2021 0:00,5/24/2021 0:00,2004
BE40951487,2166 Camino Brazos ,Pleasanton,94566,Alameda,8,2372,13889,51,3,5,2,1,15,2021,2021,1715000,1715000,3/16/2021 0:00,3/31/2021 0:00,1970
BE40950564,5430 Corte Paloma ,Pleasanton,94566,Alameda,8,2358,6700,52,3,4,3,0,6,2021,2021,1569000,1810000,5/20/2021 0:00,5/26/2021 0:00,1969
ME221053545,1377 Snowy Egret Street ,Plumas Lake,95961,Yuba,18,2769,10019,15,3,4,2,1,2,2021,2021,450000,475000,5/19/2021 0:00,5/21/2021 0:00,2006
ML81845819,599 S 12th ST ,San Jose,95112,Santa Clara,7,1743,3962.9,22,3,3,2,1,4,2021,2021,1298000,1500100,5/26/2021 0:00,5/30/2021 0:00,1999
CNSR21105748,17935 Rosita ST ,Encino,91316,Los Angeles,0,1462,5251,73,2,3,2,0,10,2021,2021,1049000,1045000,5/16/2021 0:00,5/26/2021 0:00,1948
CNSR21103894,15234 Oleander CT ,Canyon Country,91387,Los Angeles,0,1198,11344,36,2,3,2,0,6,2021,2021,639999,675000,5/19/2021 0:00,5/25/2021 0:00,1985
CRNDP2105746,2010 Stanley WAY ,Escondido,92027,San Diego,5,2098,9200,46,3,4,3,0,12,2021,2021,655000,720000,5/18/2021 0:00,5/30/2021 0:00,1975
CRNDP2105759,1490 Rimrock DR ,Escondido,92027,San Diego,5,2185,15520,41,2,3,2,0,0,2021,2021,785000,790000,5/22/2021 0:00,5/22/2021 0:00,1980
BA321042105,1893 Woodstock CT ,Fairfield,94533,Solano,16,2352,13543,8,2,4,2,0,7,2021,2021,799977,820000,5/19/2021 0:00,5/26/2021 0:00,2013
CRPI21110565,2515 Ellen LN ,Santa Maria,93455,Santa Barbara,31,1828,5663,18,2,3,2,0,3,2021,2021,499000,550000,5/22/2021 0:00,5/25/2021 0:00,2003
CROC21118782,29 Via Timon ,San Clemente,92673,Orange,2,3263,7757,15,4,4,3,1,1,2021,2021,1590000,1590000,5/15/2021 0:00,5/16/2021 0:00,2006
ML81844974,4676 Mossbrook CIR ,San Jose,95130,Santa Clara,7,1671,6355,59,2,4,2,0,0,2021,2021,1999000,2150000,5/20/2021 0:00,5/20/2021 0:00,1962
ME221054836,8741 Walnut Acres ,Stockton,95212,San Joaquin,10,2000,48321,66,2,3,2,0,7,2021,2021,635000,623900,5/20/2021 0:00,5/27/2021 0:00,1955
ME221053547,228 Cappucino WAY ,Sacramento,95838,Sacramento,4,1526,5462,28,2,3,2,0,5,2021,2021,399000,474000,5/21/2021 0:00,5/26/2021 0:00,1993
CRPW21113724,518 W Granada CT ,Ontario,91762,San Bernardino,3,1371,8580,73,2,3,2,0,1,2021,2021,539000,550000,5/26/2021 0:00,5/27/2021 0:00,1948
ME221052416,3550 Rosecrest CIR ,El Dorado Hills,95762,El Dorado,19,2404,6534,8,3,3,3,0,6,2021,2021,675000,680000,5/19/2021 0:00,5/25/2021 0:00,2013
ME221056831,714 Stonewood DR ,Los Banos,93635,Merced,22,1379,5998,17,2,3,2,0,5,2021,2021,387900,400000,5/24/2021 0:00,5/29/2021 0:00,2004
CROC21108331,10193 Camarena Ave ,Montclair,91763,San Bernardino,3,1243,8580,64,2,4,2,0,11,2021,2021,529000,550000,5/18/2021 0:00,5/29/2021 0:00,1957
CRIG21108976,38316 Members Club DR ,Murrieta,92563,Riverside,1,2484,5227,18,3,4,3,0,13,2021,2021,605000,605000,5/14/2021 0:00,5/27/2021 0:00,2003
CC40951685,1906 Natoma Dr ,Concord,94519,Contra Costa,6,1347,8400,68,2,3,2,0,0,2021,2021,649000,635000,5/27/2021 0:00,5/27/2021 0:00,1953
BE40950539,4147 Polonius Cir ,Fremont,94555,Alameda,8,1496,7465,43,2,4,2,0,9,2021,2021,1388000,1640000,5/19/2021 0:00,5/28/2021 0:00,1978
ME221053948,1465 Grey Owl CIR ,Roseville,95661,Placer,9,3406,7405,20,4,4,4,0,6,2021,2021,975000,975000,5/19/2021 0:00,5/25/2021 0:00,2001
BA321041999,818 Topaz ,Vacaville,95687,Solano,16,1584,6970,24,2,4,2,0,3,2021,2021,549000,590000,5/21/2021 0:00,5/24/2021 0:00,1997
EB40950774,411 Clearwood Dr ,Oakley,94561,Contra Costa,6,2022,10400,41,2,4,2,0,6,2021,2021,650000,700000,5/20/2021 0:00,5/26/2021 0:00,1980
BE40950589,167 Bluebird Ave ,Livermore,94551,Alameda,8,1188,5700,62,2,3,2,0,5,2021,2021,755000,775000,5/19/2021 0:00,5/24/2021 0:00,1959
CRSC21144014,611 Mitchell DR ,San Luis Obispo,93401,San Luis Obispo,14,1823,5000,70,2,4,2,0,365,2020,2021,792000,792000,3/30/2020 0:00,3/30/2021 0:00,1951
CC40950914,720 Moraga Road ,Lafayette,94549,Contra Costa,6,1899,32670,60,4,3,2,2,6,2021,2021,999000,1225000,5/20/2021 0:00,5/26/2021 0:00,1961
CROC21108146,2655 W Sereno PL ,Anaheim,92804,Orange,2,1763,7298,62,3,4,2,1,3,2021,2021,725900,795000,5/20/2021 0:00,5/23/2021 0:00,1959
ME221054138,581 W Royce DR ,Mountain House,95391,San Joaquin,10,3457,6451,4,4,5,3,1,7,2021,2021,1088000,1250000,5/19/2021 0:00,5/26/2021 0:00,2017
ML81844283,1898 Camino A Los Cerros ,Menlo Park,94025,San Mateo,13,2465,5940,4,4,4,3,1,3,2021,2021,4150000,4150000,5/17/2021 0:00,5/20/2021 0:00,2017
CRPW21093112,4673 Hazelnut ,Seal Beach,90740,Orange,2,1517,5200,55,1,3,1,0,7,2021,2021,1035000,1055000,5/21/2021 0:00,5/28/2021 0:00,1966
