MLS_Number,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Age,Year_Built,DOM,Year_Sold,Year_List,Sale_Date,List_Price,Sale_Price
ML81846150,Alameda,8,1796,15715,4,2,2,0,36,1985,0,2021,2021,5/27/2021 0:00,1150000,1150000
CREV21106201,Riverside,1,3830,13504,5,4,4,0,14,2007,8,2021,2021,5/26/2021 0:00,595000,595000
ME221057729,El Dorado,19,1665,88427,4,3,3,0,39,1982,2,2021,2021,5/28/2021 0:00,499000,490000
EB40950428,Contra Costa,6,2207,5136,4,3,3,0,82,1939,0,2021,2021,5/18/2021 0:00,2000000,2000000
CC40950688,Contra Costa,6,2657,6600,4,3,2,1,26,1995,8,2021,2021,5/27/2021 0:00,749888,760000
CRMD21107560,Madera,28,2123,6970,4,3,3,0,19,2002,4,2021,2021,5/22/2021 0:00,359000,350000
TM21-735038,Orange,2,2229,12000,5,3,2,1,56,1965,4,2021,2021,5/25/2021 0:00,1999995,1780000
CRPI21105608,Santa Barbara,31,2327,20038,3,2,2,0,38,1983,8,2021,2021,5/25/2021 0:00,699900,715000
CROC21106106,Orange,2,2053,7203,4,2,2,0,45,1976,19,2021,2021,5/27/2021 0:00,1129000,1280000
TM21-733478,Ventura,17,2342,8931,4,3,2,1,43,1978,1,2021,2021,5/21/2021 0:00,849000,870000
ML81844806,Santa Clara,7,3858,17368,5,5,4,1,99,1922,5,2021,2021,5/25/2021 0:00,7395000,7750000
CRPW21109692,Orange,2,4101,15000,6,6,4,2,57,1964,6,2021,2021,5/27/2021 0:00,1450000,1450000
ME221056057,Sacramento,4,1364,8276,3,2,2,0,36,1985,4,2021,2021,5/28/2021 0:00,455000,520000
CRCV21106968,Riverside,1,2038,6970,4,2,2,0,46,1975,6,2021,2021,5/25/2021 0:00,550000,575000
CRP1-4856,Los Angeles,0,3186,13405,4,2,2,0,71,1950,7,2021,2021,5/28/2021 0:00,1749000,1870000
CNSR21096665,Los Angeles,0,2172,9593,5,2,2,0,64,1957,8,2021,2021,5/25/2021 0:00,699023,740000
EB40951448,Alameda,8,1679,6500,3,2,2,0,65,1956,3,2021,2021,5/28/2021 0:00,1050000,1450000
CRDW21108099,Orange,2,2289,5148,3,3,2,1,51,1970,7,2021,2021,5/26/2021 0:00,1159900,1205000
CRSW20257416,Riverside,1,1139,6969,3,1,1,0,33,1988,161,2021,2020,5/24/2021 0:00,410000,440000
BA321044556,Napa,30,2251,11252,4,3,3,0,62,1959,3,2021,2021,5/27/2021 0:00,1035000,1100000
ME221052552,Stanislaus,12,1567,7701,4,2,2,0,59,1962,6,2021,2021,5/24/2021 0:00,429900,450000
ME221039574,Sacramento,4,1532,16553,4,2,2,0,60,1961,9,2021,2021,5/30/2021 0:00,485000,500000
TM21-733880,Los Angeles,0,1880,6265,3,1,1,0,67,1954,10,2021,2021,5/28/2021 0:00,1299000,1343814
ME221055767,Yuba,18,2129,6534,4,3,3,0,17,2004,2,2021,2021,5/23/2021 0:00,399998,425000
ME221055829,Nevada,27,3018,19602,3,3,3,0,54,1967,5,2021,2021,5/28/2021 0:00,649000,668000
ME221055447,Stanislaus,12,988,3328,3,2,2,0,37,1984,4,2021,2021,5/25/2021 0:00,299000,320000
CRPI21104930,San Luis Obispo,14,1952,7098,3,2,1,1,0,2021,9,2021,2021,5/26/2021 0:00,1287000,1287000
CRPW21090085,Los Angeles,0,1461,8590,3,2,2,0,62,1959,26,2021,2021,5/24/2021 0:00,845000,845000
CRPW21111543,Riverside,1,2916,6970,4,3,2,1,11,2010,6,2021,2021,5/30/2021 0:00,539995,548000
ME221019529,Sacramento,4,3603,7976,7,3,3,0,20,2001,1,2021,2021,5/21/2021 0:00,775000,853000
TM21-735286,Orange,2,2738,3300,3,4,3,1,34,1987,4,2021,2021,5/25/2021 0:00,1200000,1250000
CRP1-4707,Los Angeles,0,2706,17194,3,2,2,0,74,1947,13,2021,2021,5/26/2021 0:00,1995000,2450000
ML81844481,Santa Clara,7,1040,5402,3,2,2,0,62,1959,10,2021,2021,5/28/2021 0:00,849888,886000
CRPTP2104103,San Diego,5,1157,5500,3,2,2,0,67,1954,33,2021,2021,5/17/2021 0:00,535000,550000
ME221053096,Sacramento,4,1686,5031,3,2,2,0,20,2001,7,2021,2021,5/26/2021 0:00,499000,537500
BE40951428,Alameda,8,1252,5000,3,2,2,0,67,1954,0,2021,2021,4/16/2021 0:00,735000,735000
ME221055172,Yuba,18,1518,10454,3,2,2,0,16,2005,2,2021,2021,5/23/2021 0:00,390000,430100
TM21-732724,Los Angeles,0,1917,5341,3,3,3,0,56,1965,8,2021,2021,5/25/2021 0:00,1349000,1500000
BA321047200,Marin,15,4377,37501,5,4,4,0,29,1992,12,2021,2021,5/10/2021 0:00,4277000,4277000
CNSR21109077,Los Angeles,0,1760,8098,4,3,3,0,61,1960,4,2021,2021,5/23/2021 0:00,664900,700000
CRNDP2105451,San Diego,5,1920,3352,3,3,2,1,4,2017,3,2021,2021,5/20/2021 0:00,774000,800000
ME221054714,Yolo,26,925,6050,3,1,1,0,63,1958,7,2021,2021,5/27/2021 0:00,530000,571000
ME221059444,Yolo,26,3177,6970,4,4,4,0,4,2017,1,2021,2021,5/30/2021 0:00,1100000,1200000
ME221052963,Stanislaus,12,2549,43560,3,3,2,1,25,1996,9,2021,2021,5/29/2021 0:00,1150000,1050000
CRTR21105602,Los Angeles,0,906,2401,3,2,2,0,36,1985,7,2021,2021,5/24/2021 0:00,420000,420000
ME221054677,Sacramento,4,2513,20299,4,3,3,0,44,1977,5,2021,2021,5/25/2021 0:00,925000,1075000
BE40950236,Contra Costa,6,1579,10439,3,2,2,0,42,1979,7,2021,2021,5/28/2021 0:00,559500,630000
ME221054105,Placer,9,2302,344124,4,4,3,1,36,1985,7,2021,2021,5/26/2021 0:00,875000,893000
CRPW21108882,Orange,2,4331,6100,5,5,4,1,18,2003,9,2021,2021,5/28/2021 0:00,1650000,1700000
BE40951620,Contra Costa,6,3794,6904,5,4,3,1,14,2007,4,2021,2021,5/30/2021 0:00,1968000,2300000
CNSR21105439,Los Angeles,0,2763,6999,5,4,4,0,0,2021,1,2021,2021,5/18/2021 0:00,1149000,1125000
CRPW21094431,Orange,2,4194,11254,4,5,4,1,4,2017,19,2021,2021,5/23/2021 0:00,1845000,1990000
CRCV21108491,Riverside,1,827,6534,2,1,1,0,40,1981,6,2021,2021,5/26/2021 0:00,179000,200000
CNSR21108708,Los Angeles,0,1900,7752,5,2,2,0,45,1976,7,2021,2021,5/27/2021 0:00,899950,920000
CRSW21108151,Orange,2,2149,10952,3,2,2,0,40,1981,6,2021,2021,5/25/2021 0:00,1249900,1365000
SF421561038,San Francisco,21,3184,2500,5,4,4,0,7,2014,10,2021,2021,5/1/2021 0:00,4995000,4999999
BA321044393,Marin,15,2137,17550,4,3,2,1,71,1950,5,2021,2021,4/21/2021 0:00,2795000,2935000
BA321022379,Marin,15,3662,21837,4,4,3,1,71,1950,0,2021,2021,4/1/2021 0:00,5000000,5000000
ME221055917,Yolo,26,1841,6660,4,2,2,0,48,1973,7,2021,2021,5/28/2021 0:00,715000,850000
ML81844566,Santa Clara,7,1848,6087,4,3,2,1,52,1969,7,2021,2021,5/26/2021 0:00,1199000,1330000
ME221042667,San Joaquin,10,2634,9361,2,3,2,1,14,2007,9,2021,2021,5/27/2021 0:00,715000,725000
ME221053265,Sacramento,4,1498,2073,3,3,2,1,4,2017,7,2021,2021,5/26/2021 0:00,420000,435000
ME221057663,Sacramento,4,2561,27443,4,3,3,0,42,1979,2,2021,2021,5/28/2021 0:00,729000,756000
BA321035930,Solano,16,1790,8712,4,2,2,0,55,1966,5,2021,2021,5/26/2021 0:00,549000,575000
CC40951121,Contra Costa,6,1600,12000,3,3,2,1,53,1968,5,2021,2021,5/26/2021 0:00,1298000,1500000
BE40950698,Alameda,8,1282,6714,3,2,2,0,55,1966,8,2021,2021,5/27/2021 0:00,924950,945000
ME202100588,Butte,11,1156,16553,3,2,2,0,18,2003,9,2021,2021,3/17/2021 0:00,255000,255000
TM21-731934,Los Angeles,0,1344,5660,3,3,2,1,99,1922,4,2021,2021,5/22/2021 0:00,1629000,1914000
CRPW21116573,Los Angeles,0,1481,6848,4,2,2,0,66,1955,1,2021,2021,5/30/2021 0:00,759900,752500
CC40950485,Contra Costa,6,4175,17860,6,6,5,1,44,1977,10,2021,2021,5/28/2021 0:00,2295000,2240000
CRSW21100054,Riverside,1,1577,5663,3,3,2,1,34,1987,17,2021,2021,5/28/2021 0:00,499999,572000
CRNDP2105576,San Diego,5,2605,7038,4,3,2,1,30,1991,10,2021,2021,5/30/2021 0:00,888000,950000
ME221054601,El Dorado,19,1790,28750,3,2,2,0,42,1979,4,2021,2021,5/25/2021 0:00,565000,625000
CRSW21109307,Riverside,1,1776,3920,3,2,2,0,24,1997,7,2021,2021,5/28/2021 0:00,387500,400000
CRNDP2105510,San Diego,5,1316,4912,3,2,2,0,32,1989,19,2021,2021,5/19/2021 0:00,569000,610000
CNSR21100136,Los Angeles,0,3218,23022,4,4,3,1,31,1990,6,2021,2021,5/24/2021 0:00,1499000,1425000
ME221053559,Sacramento,4,1178,4870,3,2,2,0,14,2007,7,2021,2021,5/27/2021 0:00,365000,415000
CRV0-220004133,Ventura,17,4346,12567,6,5,5,0,16,2005,70,2020,2020,7/4/2020 0:00,1165000,1100000
BA321031194,Sonoma,20,2315,274428,3,3,2,1,59,1962,0,2021,2021,5/27/2021 0:00,4500000,4450000
TM21-745160,Los Angeles,0,1742,3241,3,3,3,0,17,2004,2,2021,2021,4/25/2021 0:00,720000,720000
CRSW21097419,Riverside,1,2814,10019,5,4,4,0,5,2016,19,2021,2021,5/25/2021 0:00,549000,590000
BE40951320,Alameda,8,5050,8216,5,6,5,1,10,2011,0,2021,2021,5/24/2021 0:00,2300000,2350000
BE40949216,Alameda,8,1488,8591,3,2,2,0,50,1971,6,2021,2021,5/25/2021 0:00,1049000,1300000
CRPA21105992,Butte,11,900,13068,3,1,1,0,95,1926,22,2021,2021,2/10/2021 0:00,185000,185000
CNSR21108360,Los Angeles,0,1632,6901,4,3,3,0,104,1917,7,2021,2021,5/27/2021 0:00,1149950,1180000
CNSR21099858,Los Angeles,0,2101,7292,3,1,1,0,83,1938,4,2021,2021,5/22/2021 0:00,1825000,2100000
CRBB21053883,Los Angeles,0,1379,6772,2,0,0,0,95,1926,28,2021,2021,5/28/2021 0:00,665000,665000
CC40950572,Contra Costa,6,1715,6500,3,2,2,0,25,1996,5,2021,2021,5/24/2021 0:00,599950,660000
CRDW21107888,Los Angeles,0,1127,5045,3,1,1,0,75,1946,0,2021,2021,5/19/2021 0:00,479999,573500
CROC21105785,Orange,2,1848,6003,3,1,1,0,54,1967,0,2021,2021,5/17/2021 0:00,799000,915000
CROC21096240,San Bernardino,3,1280,10000,3,2,2,0,44,1977,24,2021,2021,5/27/2021 0:00,425000,450000
ML81844723,Santa Clara,7,1478,5329,3,2,2,0,48,1973,11,2021,2021,5/30/2021 0:00,1000000,1060000
ME221054893,San Joaquin,10,2670,11391,4,3,2,1,21,2000,6,2021,2021,5/26/2021 0:00,1098000,1085000
CC40950255,Contra Costa,6,1490,10875,4,2,2,0,70,1951,9,2021,2021,5/26/2021 0:00,950000,1052000
CRPI21097312,San Luis Obispo,14,1112,1185,2,2,2,0,43,1978,20,2021,2021,5/27/2021 0:00,409900,435000
BE40951288,San Mateo,13,1010,2775,2,2,2,0,72,1949,5,2021,2021,5/29/2021 0:00,929000,1040000
CRPW21105592,Los Angeles,0,1700,3750,3,2,2,0,44,1977,9,2021,2021,5/26/2021 0:00,535000,535000
BA321019503,Sonoma,20,2339,76666,3,2,2,0,69,1952,8,2021,2021,5/25/2021 0:00,1600000,1650000
CRPTP2103392,San Diego,5,1547,7660,4,3,3,0,52,1969,6,2021,2021,5/24/2021 0:00,725000,725000
CRCV21105550,San Bernardino,3,1584,5200,3,2,2,0,34,1987,7,2021,2021,5/24/2021 0:00,550000,585000
ML81844921,Santa Clara,7,1829,3636,4,3,2,1,24,1997,9,2021,2021,5/29/2021 0:00,789000,900000
CNSR21106896,Los Angeles,0,1136,8672,3,1,1,0,70,1951,3,2021,2021,5/21/2021 0:00,998000,1050000
CNSR21110598,Los Angeles,0,1448,4762,2,1,1,0,74,1947,6,2021,2021,5/28/2021 0:00,790000,766000
ME221041567,San Joaquin,10,3439,6299,5,5,4,1,4,2017,4,2021,2021,5/24/2021 0:00,739000,845000
ME221057457,Placer,9,3215,13817,5,3,3,0,17,2004,4,2021,2021,5/30/2021 0:00,899000,1050000
CREV21106372,San Bernardino,3,1248,3842,3,2,2,0,37,1984,3,2021,2021,5/24/2021 0:00,399000,430000
CREV21104916,San Bernardino,3,1160,1160,2,2,2,0,25,1996,8,2021,2021,5/25/2021 0:00,369900,405000
CROC21110145,Orange,2,2534,6063,4,3,2,1,18,2003,1,2021,2021,5/23/2021 0:00,1175000,1275000
CRSW21108934,Riverside,1,2692,8276,5,3,2,1,23,1998,22,2021,2021,5/29/2021 0:00,574900,595000
CRNDP2105706,San Diego,5,4825,27007,4,5,4,1,4,2017,7,2021,2021,5/29/2021 0:00,2699000,3000000
CRIV21104492,Riverside,1,973,5227,2,1,1,0,94,1927,13,2021,2021,5/24/2021 0:00,270000,277000
BA321042217,Solano,16,2025,7841,4,3,3,0,108,1913,7,2021,2021,5/25/2021 0:00,498000,535000
CRPW21103590,Orange,2,1517,5200,3,1,1,0,55,1966,5,2021,2021,5/22/2021 0:00,900000,930000
CRSW21103227,Riverside,1,3020,8712,4,3,3,0,15,2006,2,2021,2021,5/21/2021 0:00,584999,640000
CNSR21094735,Los Angeles,0,2814,5242,4,3,3,0,32,1989,3,2021,2021,5/30/2021 0:00,1075000,1163000
CRCV21110648,Los Angeles,0,1119,6478,3,2,2,0,66,1955,2,2021,2021,5/25/2021 0:00,515000,545000
CRPW21118274,Orange,2,4449,11167,5,5,4,1,22,1999,0,2021,2021,1/22/2021 0:00,1412000,1412000
CRDW21109108,Los Angeles,0,1008,5670,2,1,1,0,97,1924,2,2021,2021,5/21/2021 0:00,403000,351500
CRPW21101854,Orange,2,2513,5100,4,2,2,0,32,1989,10,2021,2021,5/24/2021 0:00,969900,1010000
CNSR21106087,Los Angeles,0,1505,4245,3,3,3,0,33,1988,2,2021,2021,5/23/2021 0:00,705000,705000
CREV21106260,San Bernardino,3,1736,10063,3,3,2,1,40,1981,4,2021,2021,5/22/2021 0:00,549900,579900
CRNDP2105659,San Diego,5,1845,17594,3,2,2,0,22,1999,9,2021,2021,5/30/2021 0:00,735000,695000
CROC21103279,Orange,2,2784,4919,5,3,3,0,23,1998,15,2021,2021,5/28/2021 0:00,1219000,1292000
CRNDP2105768,San Diego,5,8266,179467,4,5,5,0,51,1970,0,2021,2021,5/24/2021 0:00,4500000,4500000
CROC21112970,Riverside,1,1266,44867,3,1,1,0,67,1954,4,2021,2021,5/30/2021 0:00,475000,490000
CRIV21107486,Riverside,1,1774,8712,3,2,2,0,34,1987,11,2021,2021,5/30/2021 0:00,450000,481000
ME221053747,Stanislaus,12,1508,6098,3,2,2,0,31,1990,6,2021,2021,5/25/2021 0:00,380000,420000
CRNDP2105990,San Diego,5,1135,6471,4,2,2,0,42,1979,25,2021,2021,4/27/2021 0:00,499999,570000
CROC21103814,Orange,2,1273,4500,3,3,3,0,36,1985,7,2021,2021,5/27/2021 0:00,930000,930000
CROC21077562,Orange,2,1274,6240,3,2,2,0,60,1961,7,2021,2021,5/20/2021 0:00,775000,875000
CC40950459,Contra Costa,6,1527,7200,3,2,2,0,71,1950,7,2021,2021,5/27/2021 0:00,899000,980000
ME221053506,Sacramento,4,3963,15799,5,5,5,0,36,1985,2,2021,2021,5/21/2021 0:00,1375000,1450000
CREV21105827,San Bernardino,3,1892,5910,3,2,2,0,16,2005,4,2021,2021,5/21/2021 0:00,400000,422000
CRPI21113626,San Luis Obispo,14,1248,7186,3,2,2,0,23,1998,2,2021,2021,5/29/2021 0:00,649000,700000
CC40950478,Contra Costa,6,1335,5723,3,1,1,0,71,1950,8,2021,2021,5/27/2021 0:00,630000,715000
CRSB21113543,Los Angeles,0,1017,6012,3,1,1,0,66,1955,30,2021,2021,5/23/2021 0:00,575000,575000
ML81845199,San Joaquin,10,1288,5600,3,2,1,1,75,1946,4,2021,2021,5/25/2021 0:00,349999,380000
ME221053552,Sacramento,4,2356,9825,4,3,3,0,2,2019,9,2021,2021,5/28/2021 0:00,899000,900000
CRP1-4760,Kern,32,1100,3484,2,1,1,0,4,2017,33,2021,2021,5/25/2021 0:00,265000,300000
CNSR21106931,Los Angeles,0,1847,7200,3,3,3,0,74,1947,5,2021,2021,5/21/2021 0:00,974000,1005000
CRMB21114708,Los Angeles,0,960,3511,2,1,1,0,116,1905,1,2021,2021,5/28/2021 0:00,601000,600000
TM21-734706,Los Angeles,0,1297,5250,3,2,2,0,69,1952,0,2021,2021,5/20/2021 0:00,849000,849000
CRLG21105381,Orange,2,4505,10520,3,4,3,1,21,2000,9,2021,2021,5/30/2021 0:00,4899000,4700000
CRV0-220007854,Ventura,17,1577,7140,4,3,2,1,57,1964,24,2020,2020,8/17/2020 0:00,674900,680000
BE40949471,Alameda,8,2212,4291,3,3,2,1,4,2017,4,2021,2021,5/22/2021 0:00,1449999,1675000
CROC21105843,Orange,2,7100,12545,5,7,4,3,5,2016,0,2021,2021,5/17/2021 0:00,13495000,13495000
CRSB21102085,Los Angeles,0,1767,6756,4,2,1,1,69,1952,7,2021,2021,5/27/2021 0:00,680000,750000
CRSC21111540,San Luis Obispo,14,5177,175982,4,6,5,1,12,2009,1,2021,2021,2/11/2021 0:00,2051140,2051140
CRMB21098270,Los Angeles,0,1456,7369,3,1,1,0,72,1949,21,2021,2021,5/28/2021 0:00,629900,647000
CRIG21108412,Riverside,1,1550,2614,3,3,2,1,14,2007,5,2021,2021,5/26/2021 0:00,448000,495000
CC40951119,Contra Costa,6,4046,23750,5,5,4,1,43,1978,6,2021,2021,5/27/2021 0:00,2795000,2815000
ME201903799,Butte,11,768,10019,2,1,1,0,50,1971,260,2020,2019,7/20/2020 0:00,76900,72000
CC40951024,Alameda,8,1269,5393,3,2,2,0,62,1959,7,2021,2021,5/28/2021 0:00,799000,857000
ML81845979,Santa Clara,7,1760,6031,4,3,2,1,57,1964,0,2021,2021,5/24/2021 0:00,1250000,1301678
CNSR21107174,Los Angeles,0,3282,14301,4,4,4,0,13,2008,7,2021,2021,5/26/2021 0:00,665000,665000
CROC21092486,Orange,2,2000,7000,3,3,2,1,55,1966,23,2021,2021,5/24/2021 0:00,1149000,1255000
CROC21079948,Orange,2,5273,17777,5,5,4,1,20,2001,35,2021,2021,5/19/2021 0:00,2585000,2600000
CRSW21104385,Riverside,1,2015,12196,2,3,2,1,4,2017,5,2021,2021,5/25/2021 0:00,459777,465000
CRPW21106081,Orange,2,1452,7216,4,1,1,0,66,1955,8,2021,2021,5/25/2021 0:00,749000,790000
CRNDP2105596,San Diego,5,1995,5900,3,3,2,1,31,1990,4,2021,2021,5/24/2021 0:00,739000,810730
CNSR21105972,Ventura,17,2351,19686,3,2,2,0,64,1957,0,2021,2021,5/17/2021 0:00,820000,820000
ML81844899,Santa Clara,7,1932,6649,3,2,2,0,71,1950,7,2021,2021,5/27/2021 0:00,3598000,3700000
BA321050518,Marin,15,4798,87991,4,5,4,1,14,2007,30,2021,2021,5/30/2021 0:00,4500000,4500000
ME221054155,Sacramento,4,1456,6970,3,2,2,0,59,1962,5,2021,2021,5/25/2021 0:00,409000,460000
ME221051096,Placer,9,1791,7880,2,2,2,0,19,2002,3,2021,2021,5/25/2021 0:00,555000,605000
ML81845208,Santa Cruz,25,2456,53532,4,3,3,0,60,1961,8,2021,2021,5/29/2021 0:00,1450000,1400000
ME221054988,El Dorado,19,2655,11761,3,2,2,0,41,1980,7,2021,2021,5/27/2021 0:00,739000,750000
ME221054065,El Dorado,19,2828,7405,4,3,3,0,14,2007,6,2021,2021,5/26/2021 0:00,749999,800000
CRCV21108627,Los Angeles,0,1396,6009,4,2,2,0,117,1904,3,2021,2021,5/23/2021 0:00,750000,750000
TM21-732390,Los Angeles,0,1560,6180,3,2,2,0,58,1963,10,2021,2021,5/27/2021 0:00,1425000,1630000
ME221055556,Sacramento,4,1176,5663,3,2,2,0,65,1956,3,2021,2021,5/24/2021 0:00,385000,400000
CNSR21106395,Los Angeles,0,2201,12005,4,3,3,0,81,1940,10,2021,2021,5/27/2021 0:00,1350000,1590000
CROC21116394,Orange,2,2679,5022,3,3,3,0,37,1984,0,2021,2021,5/30/2021 0:00,1078000,1078000
BE40950504,Alameda,8,2125,6675,4,3,3,0,24,1997,7,2021,2021,5/26/2021 0:00,1190000,1338000
CRSC21095904,San Luis Obispo,14,1000,3500,2,2,1,1,35,1986,23,2021,2021,5/28/2021 0:00,598000,580000
CC40950332,Contra Costa,6,1245,5000,3,2,2,0,79,1942,0,2021,2021,5/17/2021 0:00,589000,725000
CRPW21096507,Los Angeles,0,1400,6159,3,2,2,0,79,1942,11,2021,2021,5/24/2021 0:00,899900,930000
CRSW21112706,San Bernardino,3,2713,9056,4,2,2,0,19,2002,3,2021,2021,5/30/2021 0:00,569000,579000
TM21-733248,Los Angeles,0,2798,49489,4,3,3,0,14,2007,6,2021,2021,5/27/2021 0:00,1795000,1885000
CROC21104626,Los Angeles,0,2374,9072,4,3,3,0,56,1965,12,2021,2021,5/28/2021 0:00,1588000,1855000
CNSR21101983,Los Angeles,0,1851,6205,4,3,3,0,33,1988,12,2021,2021,5/26/2021 0:00,779000,820000
CRIV21105083,San Bernardino,3,2419,5132,4,3,3,0,3,2018,8,2021,2021,5/26/2021 0:00,599950,650000
ME221054855,Placer,9,1762,8276,4,2,2,0,35,1986,4,2021,2021,5/24/2021 0:00,549900,601000
ML81845110,Santa Clara,7,2714,6610,4,3,3,0,6,2015,7,2021,2021,5/28/2021 0:00,1499000,1600000
ME221053724,Sacramento,4,2289,6538,4,3,3,0,32,1989,5,2021,2021,5/24/2021 0:00,515000,550000
CROC21096515,Orange,2,1440,4512,3,2,2,0,42,1979,18,2021,2021,5/24/2021 0:00,970000,995000
ML81844798,Santa Clara,7,3536,133294,4,4,4,0,38,1983,0,2021,2021,5/19/2021 0:00,5200000,5200000
CNSR21101218,Los Angeles,0,1733,5450,3,1,1,0,52,1969,6,2021,2021,5/25/2021 0:00,749000,851000
ML81845411,Alameda,8,2200,6005,4,3,2,1,21,2000,0,2021,2021,5/23/2021 0:00,1360000,1400000
CRV1-5680,Ventura,17,784,3484,1,1,1,0,57,1964,41,2021,2021,5/30/2021 0:00,379000,380000
CRNP21129013,Orange,2,3949,5130,4,5,4,1,0,2021,0,2021,2021,5/22/2021 0:00,4999000,5000000
ML81845287,Santa Clara,7,2071,3477,4,3,2,1,24,1997,7,2021,2021,5/28/2021 0:00,1349000,1500000
ME221045851,San Joaquin,10,1196,8002,3,1,1,0,68,1953,7,2021,2021,5/24/2021 0:00,375000,400000
TM20-653342,Los Angeles,0,1666,5030,3,2,2,0,95,1926,2,2021,2021,5/19/2021 0:00,949000,1047500
CNSR21105082,Los Angeles,0,1300,6232,3,2,2,0,68,1953,11,2021,2021,5/28/2021 0:00,639500,730000
CRSW21108328,Riverside,1,3113,9583,5,3,3,0,17,2004,8,2021,2021,5/23/2021 0:00,639900,711000
CNSR21106707,Ventura,17,1406,5272,4,2,2,0,45,1976,5,2021,2021,5/24/2021 0:00,699900,752000
TM21-738444,Los Angeles,0,1893,1300,3,4,4,0,7,2014,2,2021,2021,5/30/2021 0:00,1250000,1270000
ME221049116,Placer,9,2361,7906,3,3,2,1,3,2018,4,2021,2021,5/30/2021 0:00,799900,850000
TM21-733906,Riverside,1,2315,6970,3,2,2,0,7,2014,2,2021,2021,5/20/2021 0:00,950000,1000000
CNSR21126410,Orange,2,1387,7200,4,2,2,0,67,1954,0,2021,2021,5/25/2021 0:00,649900,680000
CREV21106860,San Bernardino,3,1615,20625,3,2,2,0,45,1976,8,2021,2021,5/26/2021 0:00,365000,395000
CC40950876,Contra Costa,6,2444,8420,4,2,2,0,33,1988,5,2021,2021,5/26/2021 0:00,1598000,1825000
CRIV21111802,San Bernardino,3,1278,8400,3,2,2,0,36,1985,4,2021,2021,5/28/2021 0:00,439900,460000
CREV21104663,San Bernardino,3,800,5350,3,1,1,0,61,1960,13,2021,2021,5/28/2021 0:00,300000,320000
ME221055044,San Joaquin,10,2199,5502,4,3,3,0,22,1999,6,2021,2021,5/26/2021 0:00,699000,765000
CREV21097224,Riverside,1,1700,20038,4,2,2,0,44,1977,4,2021,2021,5/23/2021 0:00,694000,750000
BA321050393,Marin,15,3228,19257,4,4,4,0,84,1937,30,2021,2021,5/20/2021 0:00,4000000,3950000
CRPI21103169,Santa Barbara,31,1159,4792,3,2,2,0,27,1994,2,2021,2021,5/23/2021 0:00,449900,443000
CRBB21107829,Los Angeles,0,2942,17001,4,3,3,0,68,1953,7,2021,2021,5/28/2021 0:00,1200000,1405000
CROC21110811,Orange,2,1912,4224,4,3,3,0,30,1991,5,2021,2021,5/28/2021 0:00,949000,1020000
CRPTP2103766,San Diego,5,2496,7515,5,3,3,0,26,1995,0,2021,2021,5/10/2021 0:00,800000,800000
CRPW21108538,Orange,2,2988,4757,3,4,2,2,3,2018,5,2021,2021,5/25/2021 0:00,1640000,1668000
SF421548132,Alameda,8,1150,5202,2,1,1,0,70,1951,11,2021,2021,5/28/2021 0:00,895000,1320000
ME602120,Colusa,38,3356,171191,5,3,3,0,37,1984,1013,2020,2017,7/22/2020 0:00,533500,568000
TM21-753938,Los Angeles,0,1740,7013,3,3,2,1,84,1937,0,2021,2021,5/18/2021 0:00,1570000,1570000
CROC21097159,Orange,2,2260,7068,4,3,2,1,47,1974,25,2021,2021,5/29/2021 0:00,924900,965000
CRTR21108004,Riverside,1,3031,11761,4,3,3,0,16,2005,8,2021,2021,5/26/2021 0:00,750000,830000
BE40950149,Alameda,8,1944,11109,3,3,2,1,55,1966,5,2021,2021,5/26/2021 0:00,1299000,1470000
CRIG21107948,Riverside,1,2667,8276,3,3,2,1,23,1998,6,2021,2021,5/27/2021 0:00,750000,820000
CROC21106878,Orange,2,1363,6100,3,2,1,1,62,1959,1,2021,2021,5/19/2021 0:00,783700,800000
CRCV21109737,Riverside,1,1597,5227,3,2,2,0,18,2003,3,2021,2021,5/24/2021 0:00,450000,470000
CRSW21108113,Riverside,1,2602,6970,5,3,3,0,18,2003,7,2021,2021,5/26/2021 0:00,569000,584000
TM21-728782,Los Angeles,0,1600,6568,3,2,2,0,69,1952,3,2021,2021,5/24/2021 0:00,1299000,1299000
CRPW21069339,Orange,2,2657,5095,4,3,3,0,5,2016,53,2021,2021,5/24/2021 0:00,1288000,1300000
CNSR21113114,Los Angeles,0,2610,11569,4,3,3,0,67,1954,1,2021,2021,5/27/2021 0:00,2899000,2850000
ME221055859,San Joaquin,10,1513,5001,3,2,2,0,48,1973,5,2021,2021,5/26/2021 0:00,299900,310000
ME221055654,Sacramento,4,1873,7501,3,2,2,0,76,1945,2,2021,2021,5/29/2021 0:00,400000,455000
TM21-726848,Los Angeles,0,802,5629,2,1,1,0,72,1949,4,2021,2021,5/21/2021 0:00,725000,800000
CRIG21104771,Riverside,1,2171,4792,3,3,2,1,16,2005,9,2021,2021,5/25/2021 0:00,599900,625000
CRCV21108476,San Bernardino,3,1434,7050,4,2,2,0,35,1986,7,2021,2021,5/27/2021 0:00,575000,592000
CRSB21099533,Los Angeles,0,1214,7441,3,1,1,0,71,1950,14,2021,2021,5/28/2021 0:00,799900,825000
CRLG21096379,Riverside,1,2318,10454,4,3,2,1,17,2004,20,2021,2021,5/30/2021 0:00,650000,650000
