MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Year_Built
CRLC21111973,12697 Center WAY ,Clearlake Oaks,95423,Lake,29,760,5000,2,1,1,0,1952
CC40950800,2882 Fyne Dr ,Walnut Creek,94598,Contra Costa,6,1677,9800,4,2,2,0,1963
ML81844342,1260 Castlemont AVE ,San Jose,95128,Santa Clara,7,1240,5691,3,2,2,0,1958
CRMB21102237,7064 Wheeler CT ,Fontana,92336,San Bernardino,3,1980,8000,4,3,3,0,2001
ML81845080,6861 Goldpine WAY ,San Jose,95120,Santa Clara,7,3237,12668,5,3,3,0,1973
ME202100934,4031 Bogue RD ,Yuba City,95993,Sutter,23,2432,43560,3,3,2,1,1984
ML81844985,3367 Lindenoaks DR ,San Jose,95117,Santa Clara,7,1400,7080,4,2,2,0,1956
ML81844864,125 S Gordon WAY ,Los Altos,94022,Santa Clara,7,4161,20615,5,4,4,0,1930
CREV21101524,1360 Quince ST ,Beaumont,92223,Riverside,1,2387,7841,4,3,3,0,2014
ME221054824,948 Vauxhall AVE ,Galt,95632,Sacramento,4,2944,8581,4,3,3,0,2004
ML81844348,2063 Belle AVE ,San Carlos,94070,San Mateo,13,1030,5500,2,1,1,0,1946
CRIV21114956,1048 W 8th ST ,San Bernardino,92411,San Bernardino,3,2121,7500,4,3,3,0,2021
CRIG21102297,12292 Arenisca Verde DR ,Moreno Valley,92557,Riverside,1,1583,4792,4,2,2,0,1983
CC40950835,4104 Palomar Dr ,Antioch,94531,Contra Costa,6,2320,8064,4,3,3,0,1984
ME221053578,7005 Salmon River DR ,Sacramento,95842,Sacramento,4,1315,8276,4,2,2,0,1975
CC40950000,1869 Ridgeland Cir ,Danville,94526,Contra Costa,6,1705,3200,3,3,2,1,1986
ME221075669,1184 Potomac WAY ,Plumas Lake,95961,Yuba,18,1818,8874,3,2,2,0,2021
ME221060383,20430 Midland DR ,Sonora,95370,Tuolumne,42,1488,83200,3,3,3,0,1963
CC40952064,840 Crossbrook Ct ,Moraga,94556,Contra Costa,6,2133,24394,4,2,2,0,1965
CRNDP2105589,32467 Cervin CIR ,Temecula,92592,Riverside,1,1205,5662,3,2,2,0,1993
CRPW21102374,1594 Avenida Mantilla ,Oceanside,92056,San Diego,5,2098,4328,4,3,2,1,1994
CRMB21106676,43635 Elm AVE ,Lancaster,93534,Los Angeles,0,2306,7385,4,2,2,0,1978
TM21-754952,4146 PROSPECT AVE ,Los Angeles,90027,Los Angeles,0,1430,5398,3,1,1,0,1924
ML81845846,1200 Amesti RD ,Watsonville,95076,Santa Cruz,25,2328,53927,3,2,2,0,2002
CRPW21109102,905 Mccart CIR ,Brea,92821,Orange,2,1603,7015,3,1,1,0,1959
CRPW21107372,453 Castlegate LN ,Brea,92821,Orange,2,1478,8960,3,2,2,0,1967
CRPW21103951,11821 Greenbrier LN ,Grand Terrace,92313,San Bernardino,3,1866,2664,3,3,2,1,2017
CRIV21104178,12185 Country Club LN ,Grand Terrace,92313,San Bernardino,3,2133,12054,5,3,3,0,1962
CRNDP2104858,29670 Windwood CIR ,Temecula,92591,Riverside,1,2417,6098,4,4,3,1,2000
CRDW21109849,10029 Sideview DR ,Downey,90240,Los Angeles,0,2317,10203,3,2,2,0,1955
CRDW21109813,1013 Ronan AVE ,Wilmington,90744,Los Angeles,0,1610,7582,3,3,2,1,1981
CROC21111449,6342 Turnberry CIR ,Huntington Beach,92648,Orange,2,3967,7000,4,4,3,1,1989
CRPW21082835,12040 S Riviera ,Tustin,92782,Orange,2,3111,7865,4,3,3,0,1993
ML81844534,4200 Farrell WAY ,Santa Clara,95054,Santa Clara,7,2989,3810,4,4,3,1,2004
BE40951487,2166 Camino Brazos ,Pleasanton,94566,Alameda,8,2372,13889,5,3,2,1,1970
BE40950564,5430 Corte Paloma ,Pleasanton,94566,Alameda,8,2358,6700,4,3,3,0,1969
ME221053545,1377 Snowy Egret Street ,Plumas Lake,95961,Yuba,18,2769,10019,4,3,2,1,2006
ML81845819,599 S 12th ST ,San Jose,95112,Santa Clara,7,1743,3962.9,3,3,2,1,1999
CNSR21105748,17935 Rosita ST ,Encino,91316,Los Angeles,0,1462,5251,3,2,2,0,1948
CNSR21103894,15234 Oleander CT ,Canyon Country,91387,Los Angeles,0,1198,11344,3,2,2,0,1985
CRNDP2105746,2010 Stanley WAY ,Escondido,92027,San Diego,5,2098,9200,4,3,3,0,1975
CRNDP2105759,1490 Rimrock DR ,Escondido,92027,San Diego,5,2185,15520,3,2,2,0,1980
BA321042105,1893 Woodstock CT ,Fairfield,94533,Solano,16,2352,13543,4,2,2,0,2013
CRPI21110565,2515 Ellen LN ,Santa Maria,93455,Santa Barbara,31,1828,5663,3,2,2,0,2003
CROC21118782,29 Via Timon ,San Clemente,92673,Orange,2,3263,7757,4,4,3,1,2006
ML81844974,4676 Mossbrook CIR ,San Jose,95130,Santa Clara,7,1671,6355,4,2,2,0,1962
ME221054836,8741 Walnut Acres ,Stockton,95212,San Joaquin,10,2000,48321,3,2,2,0,1955
ME221053547,228 Cappucino WAY ,Sacramento,95838,Sacramento,4,1526,5462,3,2,2,0,1993
CRPW21113724,518 W Granada CT ,Ontario,91762,San Bernardino,3,1371,8580,3,2,2,0,1948
ME221052416,3550 Rosecrest CIR ,El Dorado Hills,95762,El Dorado,19,2404,6534,3,3,3,0,2013
ME221056831,714 Stonewood DR ,Los Banos,93635,Merced,22,1379,5998,3,2,2,0,2004
CROC21108331,10193 Camarena Ave ,Montclair,91763,San Bernardino,3,1243,8580,4,2,2,0,1957
CRIG21108976,38316 Members Club DR ,Murrieta,92563,Riverside,1,2484,5227,4,3,3,0,2003
CC40951685,1906 Natoma Dr ,Concord,94519,Contra Costa,6,1347,8400,3,2,2,0,1953
BE40950539,4147 Polonius Cir ,Fremont,94555,Alameda,8,1496,7465,4,2,2,0,1978
ME221053948,1465 Grey Owl CIR ,Roseville,95661,Placer,9,3406,7405,4,4,4,0,2001
BA321041999,818 Topaz ,Vacaville,95687,Solano,16,1584,6970,4,2,2,0,1997
EB40950774,411 Clearwood Dr ,Oakley,94561,Contra Costa,6,2022,10400,4,2,2,0,1980
BE40950589,167 Bluebird Ave ,Livermore,94551,Alameda,8,1188,5700,3,2,2,0,1959
CRSC21144014,611 Mitchell DR ,San Luis Obispo,93401,San Luis Obispo,14,1823,5000,4,2,2,0,1951
CC40950914,720 Moraga Road ,Lafayette,94549,Contra Costa,6,1899,32670,3,4,2,2,1961
CROC21108146,2655 W Sereno PL ,Anaheim,92804,Orange,2,1763,7298,4,3,2,1,1959
ME221054138,581 W Royce DR ,Mountain House,95391,San Joaquin,10,3457,6451,5,4,3,1,2017
ML81844283,1898 Camino A Los Cerros ,Menlo Park,94025,San Mateo,13,2465,5940,4,4,3,1,2017
CRPW21093112,4673 Hazelnut ,Seal Beach,90740,Orange,2,1517,5200,3,1,1,0,1966
ME221053305,1121 Sand Ridge RD ,El Dorado,95623,El Dorado,19,1820,234788,4,2,2,0,1962
ML81845202,2482 Downing AVE ,San Jose,95128,Santa Clara,7,1428,7355,3,2,2,0,1970
ME221053312,15006 Fountain House ,Dobbins,95935,Yuba,18,1332,48352,2,1,1,0,1965
CROC21107735,41102 Royal Sunset RD ,Lake Elsinore,92532,Riverside,1,2324,8712,3,3,2,1,2006
ME221056178,3683 Nisenan LN ,Wheatland,95692,Yuba,18,2906,461300,4,3,3,0,1990
BA321033531,111 oak terrace CT ,Fort Bragg,95437,Mendocino,35,1600,6970,3,2,2,0,1965
CRNS21028439,435 Jacob WAY ,Templeton,93465,San Luis Obispo,14,2076,18295,4,3,3,0,2006
CROC21097875,3486 Moore ST ,Los Angeles,90066,Los Angeles,0,1591,5580,3,2,2,0,1940
ME221047922,1731 Palatia DR ,Roseville,95661,Placer,9,1344,4034,3,2,2,0,1998
TM21-734064,617 W 83Rd ST ,Los Angeles,90044,Los Angeles,0,1068,6001,2,1,1,0,1923
ME221049377,519 N Baker ,Stockton,95203,San Joaquin,10,1272,7550,2,1,1,0,1929
ML81845120,31200 Willow Pond LN ,Coarsegold,93614,Madera,28,2514,138085,4,4,3,1,2003
ME221055147,6910 Black Duck WAY ,Sacramento,95842,Sacramento,4,960,6098,3,1,1,0,1977
EB40950437,5000 Mountain Blvd ,Oakland,94619,Alameda,8,2173,15936,3,2,2,0,1922
ML81844550,3438 Calvin AVE ,San Jose,95124,Santa Clara,7,1399,5915,3,2,2,0,1959
BE40949328,4432 First Street ,Pleasanton,94566,Alameda,8,1992,5000,4,5,4,1,1895
CROC21105036,20605 Victor ST ,Torrance,90503,Los Angeles,0,2098,4781,4,2,2,0,1961
ME221056490,1149 Colorado Drive ,Plumas Lake,95961,Yuba,18,2438,9483,4,3,3,0,2021
CRNDP2105606,12758 Calle De Las Rosas ,San Diego,92129,San Diego,5,2292,13689,4,3,3,0,1985
CRMC21106251,6662 N Hayston AVE ,Fresno,93710,Fresno,36,1733,8800,3,2,2,0,1978
CROC21096133,2011 E Duell ST ,Glendora,91740,Los Angeles,0,1319,7352,4,2,2,0,1956
CRNDP2105373,3234 San Helena Dr ,Oceanside,92056,San Diego,5,2350,5217,4,3,3,0,1990
ME221056572,1909 Woodstock WAY ,Sacramento,95825,Sacramento,4,1282,10019,3,1,1,0,1958
CRPW21109392,296 Lofty View DR ,Big Bear City,92314,San Bernardino,3,1958,7560,4,2,2,0,2009
CROC21105905,34036 Corktree RD ,Lake Elsinore,92532,Riverside,1,1926,5663,3,2,2,0,2011
BA321042189,1429 Baywood DR ,Petaluma,94954,Sonoma,20,1092,5998,3,2,2,0,1969
CRNDP2105971,2004 Troy PL ,Vista,92084,San Diego,5,3265,22215.6,4,3,3,0,1984
CNSR21109280,442 E Avenue J3 ,Lancaster,93535,Los Angeles,0,1098,6098.4,3,2,2,0,1971
ME221051203,614 1st ,Wheatland,95692,Yuba,18,1396,5663,3,2,2,0,1965
CC40950340,56 Sandview Dr ,Bay Point,94565,Contra Costa,6,1787,5000,5,2,2,0,1954
TM21-729472,1447 San Ysidro DR ,Beverly Hills,90210,Los Angeles,0,5782,14814,5,6,5,1,2004
CNSR21108176,37545 Wesley CT ,Palmdale,93552,Los Angeles,0,1737,7594,4,3,2,1,1988
CNSR21099040,19140 Charles ST ,Tarzana,91356,Los Angeles,0,3113,16954,3,5,5,0,1956
CRNDP2105714,3890 VISTA CAMPANA SOUTH ,Oceanside,92057,San Diego,5,1347,3999,2,2,2,0,1971
CC40950785,1618 Sycamore Dr ,Oakley,94561,Contra Costa,6,2195,5000,4,3,3,0,2006
ME221053825,3857 E Emerson RD ,Acampo,95220,San Joaquin,10,1200,20038,3,2,2,0,1948
BE40950944,33117 7Th St ,Union City,94587,Alameda,8,1071,5000,3,1,1,0,1930
CREV21102551,331 Midori LN ,Calimesa,92320,Riverside,1,1816,9148,3,2,2,0,1975
CRSW21109963,30094 Crestview CT ,Menifee,92585,Riverside,1,2797,6534,4,3,3,0,2016
CRPTP2103329,1253 Armstrong CIR ,Escondido,92027,San Diego,5,1340,6236,3,2,2,0,1980
ME202101046,2153 Jacob ST ,Gridley,95948,Butte,11,1884,9148,3,2,2,0,2014
CRMC21111847,1957 Rancho Del Rey DR ,Atwater,95301,Merced,22,1658,5953,4,2,2,0,2016
CRPW21104931,22210 Gayhead RD ,Apple Valley,92307,San Bernardino,3,1535,19000,3,2,2,0,1988
ML81844547,505 Townsend DR ,Aptos,95003,Santa Cruz,25,1808,11631,3,2,2,0,1966
TM21-750546,378 Marina DR ,Brea,92821,Orange,2,1728,3015,3,3,2,1,2013
CRV1-6033,3191 Strathmore DR ,Ventura,93003,Ventura,17,1748,5600,4,2,2,0,1955
BA321059368,364 Laverne AVE ,Mill Valley,94941,Marin,15,3288,13499,4,4,4,0,2009
ME221054930,326 Burns Creek CT ,Waterford,95386,Stanislaus,12,1150,6595,3,2,2,0,1991
ML81846728,43 Loma RD ,Redwood City,94062,San Mateo,13,1790,34400,2,2,2,0,1957
CROC21105838,16394 Rosewood ST ,Fountain Valley,92708,Orange,2,1879,7198,4,2,2,0,1965
CRPW21099752,8849 Tweedy LN ,Downey,90240,Los Angeles,0,1808,7467,3,2,2,0,1951
ME221052887,340 Canal ST ,Placerville,95667,El Dorado,19,1012,38768,2,2,1,1,1972
CRBB21108525,10335 Valley Glow DR ,Sunland,91040,Los Angeles,0,1604,22021,3,2,2,0,1962
CRCV21103585,11714 defiance way ,Moreno Valley,92557,Riverside,1,1309,7409,3,2,2,0,1979
CREV21110375,1461 Rustic Glen WAY ,San Jacinto,92582,Riverside,1,2650,7733,4,2,2,0,2020
ME221053114,1662 Winthrop LN ,Ceres,95307,Stanislaus,12,1970,3032,4,3,2,1,2015
ME221055102,8732 Lodestone CIR ,Elk Grove,95624,Sacramento,4,1474,7802,3,2,2,0,1975
BA321034900,104 Westwood ST ,Vacaville,95688,Solano,16,2311,8712,5,3,2,1,1965
CNSR21107586,6624 Jamieson AVE ,Reseda,91335,Los Angeles,0,1116,6495,3,2,2,0,1949
CRSW21112882,465 Glen AVE ,Riverside,92507,Riverside,1,968,10454,3,1,1,0,1952
CRLG21077354,30801 Seminole PL ,Laguna Niguel,92677,Orange,2,2130,6448,3,3,2,1,1978
CRNDP2105505,10271 Spruce Woodlands Way ,Escondido,92026,San Diego,5,1978,7840,3,2,2,0,2004
CC40950359,1925 Alvina Dr ,Pleasant Hill,94523,Contra Costa,6,1516,7425,3,2,2,0,1949
BA321042122,420 Madden CT ,Dixon,95620,Solano,16,1662,6599,4,2,2,0,1999
ME221055435,2948 Albatross WAY ,Sacramento,95815,Sacramento,4,885,6098,3,1,1,0,1941
ML81844906,487 Chatham RD ,Burlingame,94010,San Mateo,13,1829,5616,3,2,2,0,1938
ME221054014,1071 Mariners DR ,Lathrop,95330,San Joaquin,10,1841,5197,3,3,3,0,2014
EB40950393,215 Whispering Oaks Ct ,Brentwood,94513,Contra Costa,6,1224,4220,2,2,2,0,2001
CRSW21105244,32958 Trestle LN ,Temecula,92592,Riverside,1,2835,6969,5,3,3,0,2004
CRIG21095923,2067 Marigold ST ,Pomona,91767,Los Angeles,0,1304,8703,4,2,2,0,1963
CROC21108475,51 Via Armilla ,San Clemente,92673,Orange,2,3200,4585,4,4,4,0,2005
CRLC21112044,9437 Buffalo CT ,Kelseyville,95451,Lake,29,1288,6102,3,2,2,0,1969
ME221053137,3691 Higgins AVE ,Stockton,95205,San Joaquin,10,2282,8032,4,3,3,0,2004
ML81845122,3426 Zion Canyon CT ,Pleasanton,94588,Alameda,8,2382,6200,5,3,3,0,1971
CROC21102455,32 Alderbrook ,Irvine,92604,Orange,2,3224,4324,5,3,3,0,1976
CRSW21108241,23806 Newport DR ,,92587,Riverside,1,910,4792,2,1,1,0,1984
ME221056763,4331 Englewood ST ,Sacramento,95838,Sacramento,4,1491,6538,3,2,2,0,1979
CRPTP2103464,1188 Arden DR ,Encinitas,92024,San Diego,5,2291,10400,4,3,3,0,1978
SF421547330,334 23rd AVE ,San Francisco,94121,San Francisco,21,2050,3000,3,3,2,1,1913
CRNS21105393,7555 Sinaloa AVE ,Atascadero,93422,San Luis Obispo,14,1215,8500,3,2,2,0,1952
CRNDP2105623,16244 Wikiup RD ,Ramona,92065,San Diego,5,2696,19602,4,4,4,0,2008
ME221053243,23550 Pleasant Valley RD ,North San Juan,95960,Nevada,27,604,448668,1,1,1,0,1953
CRSW21102707,878 N 2nd Ave ,,91786,San Bernardino,3,1373,9448,3,2,2,0,1948
EB40950481,2439 Kaywood CT ,Rancho Cordova,95670,Sacramento,4,911,7411,2,1,1,0,1979
CNSR21107621,6661 Balcom AVE ,Reseda,91335,Los Angeles,0,1017,6458,3,2,1,1,1949
CRSC21064007,188 Country Club DR ,San Luis Obispo,93401,San Luis Obispo,14,1704,14927.2,3,2,2,0,1968
CC40950285,4038 Happy Valley Rd ,Lafayette,94549,Contra Costa,6,3127,94090,3,3,2,1,1971
CRSW21102655,23832 Via Barletta ,Murrieta,92562,Riverside,1,1243,4792,3,2,2,0,1997
ME221055007,4845 Tusk WAY ,Elk Grove,95757,Sacramento,4,2168,5040,4,4,3,1,2014
ME202002879,4255 Riosa RD ,Sheridan,95681,Placer,9,1536,217800,4,2,2,0,1997
ML81845365,447 State ST ,San Mateo,94401,San Mateo,13,1370,5310,2,1,1,0,1930
BA321034250,2928 Bardy RD ,Santa Rosa,95404,Sonoma,20,2149,272250,2,2,2,0,1969
CRPW21102723,810 N Rancho DR ,Long Beach,90815,Los Angeles,0,3424,8799,4,2,1,1,1971
CRDW21106421,1204 E 64th ST ,Los Angeles,90001,Los Angeles,0,966,4831,3,2,2,0,1925
TM21-734078,7345 Whitewood DR ,Fontana,92336,San Bernardino,3,1125,7200,3,2,2,0,1984
TM21-732996,547 Coleman AVE ,Los Angeles,90042,Los Angeles,0,774,5605,3,1,1,0,1925
BA321042714,9 Quail WAY ,San Anselmo,94960,Marin,15,3596,10350,6,4,3,1,1980
CROC21102415,36394 Verbena RD ,Lake Elsinore,92532,Riverside,1,2577,6970,4,4,3,1,2015
CRPTP2103529,4655 C ST ,San Diego,92102,San Diego,5,776,5470,2,1,1,0,1957
CRTR21081708,13124 18th ST ,Chino,91710,San Bernardino,3,1020,6000,3,1,1,0,1956
BE40950411,735 Joranollo Dr ,Tracy,95376,San Joaquin,10,1167,6500,3,2,2,0,1984
ML81845816,931 Dorel DR ,San Jose,95132,Santa Clara,7,2305,15336,4,3,2,1,1965
CROC21106578,47 Chapital ,San Clemente,92672,Orange,2,2173,4182,3,3,2,1,1997
CRPI21105991,219 La Paz CIR ,Arroyo Grande,93420,San Luis Obispo,14,2368,8500,3,3,2,1,1988
CRNS21106370,9094 Santa Lucia RD ,Atascadero,93422,San Luis Obispo,14,2036,81893,3,2,2,0,1959
ME221049271,6595 Richard AVE ,Placerville,95667,El Dorado,19,2318,27878,5,3,3,0,1991
ME221036049,2004 4th ST ,Ceres,95307,Stanislaus,12,1294,7453,3,2,2,0,1959
ML81845022,3635 Mallard WAY ,Antioch,94509,Contra Costa,6,3620,6550,5,3,3,0,2010
ME221044950,825 Stawell DR ,Patterson,95363,Stanislaus,12,2308,4901,4,3,3,0,2021
ME221056135,8721 TAPADERAS LOOP ,Roseville,95747,Placer,9,3127,21144,4,4,3,1,2006
CRIV21099502,4543 California AVE ,Norco,92860,Riverside,1,1788,22216,3,2,2,0,1969
ME221026539,3260 Argonaut AVE ,Rocklin,95677,Placer,9,2046,8516,3,2,2,0,1972
CRPW21112405,6415 Glengarry AVE ,Whittier,90606,Los Angeles,0,802,5357,2,1,1,0,1944
ML81844768,812 N 14th ST ,San Jose,95112,Santa Clara,7,988,5375,2,1,1,0,1918
CRIV21108435,200 E Alessandro BLVD 19,Riverside,92508,Riverside,1,930,3485,2,2,2,0,1990
ML81844850,6017 Montoro DR ,San Jose,95120,Santa Clara,7,2409,8634,4,4,4,0,1973
EB40950254,1215 Starr St ,Crockett,94525,Contra Costa,6,1393,5000,2,1,1,0,1900
CRCV21110897,1341 Bittersweet DR C,Beaumont,92223,Riverside,1,1406,2178,3,3,2,1,2008
ME221055208,3417 Trevi CT ,Stockton,95212,San Joaquin,10,3452,9932,5,4,3,1,2005
ML81844710,1551 Peregrino WAY ,San Jose,95125,Santa Clara,7,5897,13840,6,5,4,1,1973
CRIG21101489,2754 Bonita AVE ,La Verne,91750,Los Angeles,0,1436,7995,3,2,2,0,1923
CRSW21106138,30514 Boxleaf LN ,Murrieta,92563,Riverside,1,3472,7841,4,3,3,0,2018
ML81844422,20780 Fairway DR ,Patterson,95363,Stanislaus,12,2168,6297,3,2,2,0,2007
ME202100020,2388 Alba AVE ,Chico,95926,Butte,11,1170,9583,3,2,2,0,1957
CRRS21109105,1835 W Oak AVE ,Fullerton,92833,Orange,2,1100,7650,3,2,2,0,1954
CRPTP2103341,3649 Bonita View DR ,Bonita,91902,San Diego,5,1580,13400,4,2,2,0,1970
BE40950757,3738 Lake Almanor Dr ,Almanor,96137,Plumas,44,1384,22216,2,2,2,0,2005
CNSR21106630,11977 Beaufait AVE ,,91326,Los Angeles,0,1536,10478,4,1,1,0,1973
CNSR21107983,11839 Porter Valley DR ,,91326,Los Angeles,0,2602,9379,4,3,3,0,1969
BA321015670,2 Alpine RD ,Novato,94945,Marin,15,2892,43560,4,4,4,0,1883
CRNDP2105380,5003 Avocado Park Ln ,Fallbrook,92028,San Diego,5,1710,8424,3,2,2,0,1999
CRPV21110723,19 Chandler Ranch Road ,Rolling Hills Estates,90274,Los Angeles,0,5640,15410,6,7,6,1,2018
CRSW21112017,31631 Corte Padrera ,Temecula,92592,Riverside,1,2622,17424,4,3,3,0,1991
BA321034065,4411 Tanglewood WAY ,Napa,94558,Napa,30,1324,6081,4,2,2,0,1968
CREV21108912,904 Sandalwood DR ,Lake Arrowhead,92352,San Bernardino,3,1894,9400,3,3,3,0,1971
ME221057352,6517 Cowboy WAY ,Citrus Heights,95621,Sacramento,4,2334,5415,4,3,3,0,2001
CRPW21105886,6730 Hampton CT ,Chino,91710,San Bernardino,3,1358,2484,3,3,2,1,1984
ME221055763,5609 Ravine Creek WAY ,Elk Grove,95758,Sacramento,4,2267,5580,3,3,3,0,1987
ML81844491,909 Heather DR ,San Carlos,94070,San Mateo,13,1560,10620,3,2,2,0,1959
CNSR21100457,4235 3rd AVE ,Los Angeles,90008,Los Angeles,0,1164,5171,3,2,2,0,1924
CROC21106111,9790 Swan CIR ,Fountain Valley,92708,Orange,2,1954,7344,4,2,2,0,1964
CRNP21127116,2132 E Ocean BLVD ,Newport Beach,92661,Orange,2,905,3268,2,1,1,0,1959
BA321040652,16 Hillcrest DR ,San Rafael,94901,Marin,15,1792,7910,3,3,3,0,1948
BA321051468,122 Marina BLVD ,San Rafael,94901,Marin,15,2009,12036,3,3,3,0,1959
CRCV21130197,426 Willamette LN ,Claremont,91711,Los Angeles,0,1693,4078,2,2,2,0,1979
CRNDP2105540,851 Day Lily CT ,San Marcos,92078,San Diego,5,1487,3920.4,3,2,2,0,1996
CRNDP2105429,1530 Grace WAY ,Escondido,92026,San Diego,5,2486,20908.8,4,2,2,0,1961
ME221052424,2415 Colfax ST ,Sacramento,95815,Sacramento,4,1500,8276,3,2,2,0,1946
CC40950168,236 Aptos Pl ,Danville,94526,Contra Costa,6,2521,11000,4,3,3,0,1975
BA321039917,7684 Beverly Drive ,Rohnert Park,94928,Sonoma,20,1104,6000,3,2,2,0,1969
CROC21108384,27408 Capistrano Bluffs RD ,Dana Point,92624,Orange,2,1706,5600,3,2,2,0,1978
CROC21084708,22542 Via Loyola ,Mission Viejo,92691,Orange,2,1333,6048,3,2,2,0,1975
CROC21147931,24192 Delphi ST ,Mission Viejo,92691,Orange,2,2719,13000,5,3,3,0,1967
CRIG21106779,8554 Rosemary DR ,Riverside,92508,Riverside,1,2200,6970,4,3,3,0,1992
CRIV21102553,19037 Grovewood DR ,Corona,92881,Riverside,1,1936,26136,4,2,2,0,1978
ME221029188,4720 Rustic Oak WAY ,Carmichael,95608,Sacramento,4,1967,9130,3,3,2,1,1980
ME221053868,226 Westview DR ,Jackson,95642,Amador,34,1188,3485,3,2,2,0,1990
TM21-735446,925 Superba AVE ,Venice,90291,Los Angeles,0,1217,3400,2,1,1,0,1924
ME202101218,1748 Cattail DR ,Marysville,95901,Yuba,18,1360,6514,3,2,2,0,2005
CC40950303,148 Hill St ,Bay Point,94565,Contra Costa,6,1337,6600,3,1,1,0,1950
ML81844656,1480 Windsor CT ,Hollister,95023,San Benito,33,2076,6469,4,3,2,1,1998
ME202003408,32 Galaxy AVE ,Oroville,95966,Butte,11,2416,9583,4,3,3,0,2005
CRPTP2103265,1720 Coconut LN ,El Cajon,92021,San Diego,5,2797,9739,4,4,3,1,1985
CRPW21105706,3546 Multiview DR ,Los Angeles,90068,Los Angeles,0,828,11836,1,1,1,0,1950
CRSW21096074,29794 Warm Sands DR ,Menifee,92584,Riverside,1,2778,5663,4,3,3,0,2005
BE40949878,637 Caliente Ave ,Livermore,94550,Alameda,8,1696,6000,4,2,2,0,1964
CRPV21136130,1853 6th Street ,Manhattan Beach,90266,Los Angeles,0,2002,7500,3,2,2,0,1976
CRPW21107297,6857 E Parapet ST ,Long Beach,90808,Los Angeles,0,1431,5959,3,2,2,0,1953
CRCV21109317,956 Olympic CT ,Claremont,91711,Los Angeles,0,3808,27000,5,3,3,0,2001
CRPW21079756,21 Alameda ,Irvine,92620,Orange,2,2643,5100,5,3,2,1,1979
ME221055582,7320 Butterball WAY ,Sacramento,95842,Sacramento,4,1903,7405,5,2,2,0,1986
ME221046690,16161 Showlow LN ,Lathrop,95330,San Joaquin,10,1612,5428,3,2,2,0,1990
ML81844595,24829 Outlook CT ,Carmel,93923,Monterey,24,2295,23087,3,3,2,1,1976
ME221053750,4811 Nebraska LN ,Fair Oaks,95628,Sacramento,4,2532,18731,3,3,3,0,1985
ME221044038,15090 Brooks RD ,Grass Valley,95945,Nevada,27,576,75359,1,1,1,0,1999
ME221053543,3200 Redding AVE ,Sacramento,95820,Sacramento,4,1356,11439,3,2,2,0,1930
CRTR21107373,990 Prescott AVE ,San Dimas,91773,Los Angeles,0,1448,8084,3,2,2,0,1977
CRWS21104887,34110 Hillside DR ,Lake Elsinore,92532,Riverside,1,3102,8712,5,3,3,0,2012
CNSR21083175,25744 Burroughs PL ,Stevenson Ranch,91381,Los Angeles,0,2043,5494,4,3,3,0,1998
ME221045631,2779 18th ST ,Sacramento,95818,Sacramento,4,1254,5663,2,1,1,0,1934
ME202001979,11141 Breezy BLVD ,Clipper Mills,95930,Butte,11,1004,36590,2,1,1,0,1977
ME202003202,11431 Siesta CIR ,Clipper Mills,95930,Butte,11,1791,15246,2,2,2,0,1989
ME202003254,311 Los Verjeles RD ,Bangor,95914,Butte,11,1500,225205,3,2,2,0,1960
BA321050182,19299 Hidden Valley RD ,Guerneville,95446,Sonoma,20,856,6000,2,2,2,0,1947
CRPW21109146,16037 Promontory PL ,La Mirada,90638,Los Angeles,0,1774,6982,4,3,3,0,1990
ME202003536,1403 Mother Lode DR ,Roseville,95661,Placer,9,1726,9583,3,2,2,0,1986
ML81844795,1109 Buena Vista AVE ,Pacific Grove,93950,Monterey,24,1584,4500,3,2,2,0,1965
SF421553370,3118 Pine ST ,Antioch,94509,Contra Costa,6,1172,3120,3,2,2,0,1974
CRV1-5846,33 Bundren ST ,Oak View,93022,Ventura,17,1068,5000,2,2,2,0,1949
CROC21100175,19 Saint Vincent ,Laguna Niguel,92677,Orange,2,2260,4000,4,4,3,1,1985
ME221055407,3552 Tortola RD ,West Sacramento,95691,Yolo,26,1486,4792,3,2,2,0,2001
BE40950513,28 Huested St ,Pleasanton,94566,Alameda,8,2402,2328,4,4,3,1,2019
ME221046551,4724 Via Brezza ,Modesto,95357,Stanislaus,12,2478,6891,3,3,2,1,2000
ML81844808,3191 Adamswood DR ,San Jose,95148,Santa Clara,7,2945,7154,4,3,2,1,1981
CRNDP2105467,7964 Jake View LN ,San Diego,92129,San Diego,5,2234,7388,4,3,2,1,2010
CNSR21103944,18344 Fieldcrest LN ,Salinas,93908,Monterey,24,1840,6862,3,3,2,1,1997
ML81844805,1129 Cobblestone ST ,Salinas,93905,Monterey,24,1427,4097,4,2,2,0,2002
CRNP21102961,6547 Brownstone PL ,Rancho Cucamonga,91739,San Bernardino,3,3208,14362,4,4,4,0,2018
CC40951874,7 Woodford Dr ,Moraga,94556,Contra Costa,6,1457,10000,3,2,2,0,1958
CC40950265,1943 Barbaresco Ln ,Brentwood,94513,Contra Costa,6,2868,7686,3,4,3,1,2016
CRSW21112267,26214 Lazy Creek RD ,Sun City,92586,Riverside,1,1417,7405,4,2,2,0,1990
