MLS_Number,Street_Address,City,Zip_Code,county,County_Index,SqFtTotal,Lot_Size,BedsTotal,BathsTotal,BathsFull,BathsHalf,Year_Built
CRIV21105451,2734 Riva Ridge St ,Perris,92571,Riverside,1,1239,4791,3,1,1,0,1990
ME221050199,267 El Caminito ,Livermore,94550,Alameda,8,1484,6120,3,2,2,0,1964
ME221051902,2188 Promontory Point LN ,Gold River,95670,Sacramento,4,1520,3232,2,2,2,0,1989
CRCV21093789,6538 Belhaven CT ,Rancho Cucamonga,91701,San Bernardino,3,2322,6200,4,2,2,0,1995
CRNDP2105723,4427 Dorchester Pl ,Carlsbad,92010,San Diego,5,1740,7687,3,3,2,1,1987
CRSW21106653,1827 W 244th ST ,Torrance,90501,Los Angeles,0,1634,5953,3,2,2,0,1964
CROC21099618,38 Vela CT ,Trabuco Canyon,92679,Orange,2,3619,5769,4,5,4,1,1999
ME221052964,2016 Middlefield AVE ,Stockton,95204,San Joaquin,10,1227,6591,2,1,1,0,1946
ME221053517,9337 Appalachian DR ,Sacramento,95827,Sacramento,4,1543,6329,4,2,2,0,1975
CNSR21100833,7110 Atheling WAY ,West Hills,91307,Los Angeles,0,1675,13579,4,3,3,0,1961
CRLG21114515,175 Sunset TER ,Laguna Beach,92651,Orange,2,1420,2550,3,3,3,0,1937
ME221053133,6920 Gumwood CIR ,Citrus Heights,95621,Sacramento,4,1094,6098,3,1,1,0,1958
CRCV21109214,494 Drury LN ,Banning,92220,Riverside,1,977,6534,2,2,2,0,1935
CRPW21102611,655 Brookline PL ,Fullerton,92835,Orange,2,1963,2520,3,2,2,0,1978
CRSW21108546,34586 Plateau Point PL ,Murrieta,92563,Riverside,1,3434,7405,5,3,3,0,2018
BE40951907,4239 Lakeshore ,Oakland,94610,Alameda,8,1518,4500,3,2,2,0,1920
CRSW21107554,27695 Whisperwood DR ,Menifee,92584,Riverside,1,3102,10454,4,3,3,0,2006
ME221055600,1190 Sleeping Child LN ,Auburn,95603,Placer,9,2861,69696,4,3,3,0,2011
CNSR21123598,8409 Woodley PL ,North Hills,91343,Los Angeles,0,2000,1500,4,4,3,1,2021
ME221048486,3735 Huntington Rd ,West Sacramento,95691,Yolo,26,3157,6098,4,3,3,0,2004
ME221054152,1624 Dreamy WAY ,Sacramento,95835,Sacramento,4,2212,5776,4,3,3,0,2003
ML81844882,45040 Royal DR ,King City,93930,Monterey,24,1123,10000,3,2,1,1,1964
CRSW21089438,29872 Avenida De Real ,Sun City,92586,Riverside,1,1040,7405,2,1,1,0,1988
CRIV21107593,3585 Hillview DR ,Riverside,92503,Riverside,1,1429,7405,3,2,1,1,1965
CNSR21106625,20410 Acre ST ,Winnetka,91306,Los Angeles,0,1707,7495,3,2,2,0,1956
CRNP21084367,36 Sage Creek ,Irvine,92603,Orange,2,10161,32060,6,8,6,2,2011
CREV21102601,500 Silvertree LN ,Redlands,92374,San Bernardino,3,2559,18000,4,3,3,0,1978
ML81844333,1986 Coastland AVE ,San Jose,95125,Santa Clara,7,1346,6829,3,2,2,0,1949
CREV21108383,933 E Evans St ,San Jacinto,92583,Riverside,1,1870,7405,4,3,2,1,2005
CRPW21109539,1559 S Stanley ,Los Angeles,90019,Los Angeles,0,1403,4954,2,2,2,0,1929
ME221054462,1401 Marynell DR ,Ceres,95307,Stanislaus,12,1988,10999,3,3,2,1,1990
CNSR21094691,21132 Cedarfalls DR ,Saugus,91350,Los Angeles,0,1604,6852,4,2,2,0,1965
BE40950626,874 Laguna St ,Livermore,94550,Alameda,8,1999,9823,4,3,3,0,1966
ME221051847,800 Pepper Ranch RD ,Auburn,95603,Placer,9,2144,588060,3,2,2,0,1973
BA321041765,208 Columbia DR ,Vacaville,95687,Solano,16,1324,5998,3,2,2,0,1986
CRPTP2103426,3618 Suffolk Dr ,San Diego,92115,San Diego,5,1400,8900,3,1,1,0,1954
ME221053210,5704 Glassboro WAY ,Sacramento,95842,Sacramento,4,1220,5863,3,2,2,0,1986
CRCV21114838,2751 N Pershing AVE ,San Bernardino,92405,San Bernardino,3,918,6450,2,1,1,0,1928
CRIV21091357,1778 Papaya Tree ST ,Hemet,92545,Riverside,1,2120,9583,4,3,2,1,1998
ME221054089,10926 Wethersfield DR ,Mather,95655,Sacramento,4,1337,6337,3,2,2,0,2002
CRSW21090746,26556 Calle Gregorio ,Menifee,92585,Riverside,1,1237,4356,2,2,2,0,1987
CRCV21108042,13459 Cajon Creek CT ,Rancho Cucamonga,91739,San Bernardino,3,3831,15106,4,4,4,0,2003
CRSW21093308,16020 San Fernando Mission BLVD ,Granada Hills,91344,Los Angeles,0,1525,7439,3,1,1,0,1954
EB40950928,715 Creston Rd ,Berkeley,94708,Alameda,8,5400,18993,7,7,6,1,1943
ME221064918,196 Country Club DR ,Colusa,95932,Colusa,38,2300,16117,3,2,2,0,2007
CRP1-4801,1150 Del Rey AVE ,Pasadena,91107,Los Angeles,0,1368,7032,2,1,1,0,1938
BE40949524,7441 Flagstone Dr ,Pleasanton,94588,Alameda,8,1705,6801,3,2,2,0,1969
CRIV21106520,14355 Figueroa LN ,Chino,91710,San Bernardino,3,2458,3481,4,4,3,1,2018
CROC21106543,24201 Verde ST ,Lake Forest,92630,Orange,2,945,5600,2,1,1,0,1972
CROC21106050,13422 Sierra Madre DR ,Santa Ana,92705,Orange,2,1864,11000,3,3,3,0,1956
CRNDP2105885,32019 Wiskon Way E. ,Pauma Valley,92061,San Diego,5,2289,19166.4,3,3,3,0,1991
CRPW21102905,9349 Esther ST ,Cypress,90630,Orange,2,1629,6300,4,2,2,0,1965
BE40950678,7692 Burnham Way ,Dublin,94568,Alameda,8,1246,6531,3,2,2,0,1964
CROC21131851,18385 Santa Yolanda CIR ,Fountain Valley,92708,Orange,2,2902,6248,5,4,3,1,1972
CRIG21110175,6179 Malvern AVE ,Rancho Cucamonga,91737,San Bernardino,3,2059,10323,4,3,2,1,1979
CRAR21108118,3938 S Hackley AVE ,West Covina,91792,Los Angeles,0,1786,6064,4,2,2,0,1966
CRTR21107932,123 N Valencia ST ,Alhambra,91801,Los Angeles,0,2173,8081,5,5,5,0,1909
EB40951313,2829 Rio Grande Dr ,Antioch,94509,Contra Costa,6,1390,6500,3,2,2,0,1967
BE40950491,479 LEONA DRIVE ,Livermore,94550,Alameda,8,1610,7000,3,2,2,0,1968
CRSN21105190,9207 Stanford LN ,Durham,95938,Butte,11,4677,217800,3,3,3,0,2017
ME221053152,16270 Stagecoach RD ,Meadow Vista,95722,Placer,9,1768,17089,3,2,2,0,1964
CRCV21100503,2217 N Villa Maria RD ,Claremont,91711,Los Angeles,0,2182,12290,4,2,2,0,1968
CROC21112420,6571 Cory DR ,Huntington Beach,92647,Orange,2,1572,5858,3,2,2,0,1970
ME221051244,5436 Boswell WAY ,Sacramento,95835,Sacramento,4,2493,4887,5,3,3,0,2003
CRNS21107461,290 S 1st ST ,Shandon,93461,San Luis Obispo,14,1122,7350,3,2,2,0,1977
BA321041812,347 W Mill ST ,Ukiah,95482,Mendocino,35,1616,6312,3,2,2,0,1953
ME221052997,5416 Miriam CT ,Carmichael,95608,Sacramento,4,2235,8263,4,3,3,0,1989
BE40951940,3803 Newton Way ,Pleasanton,94588,Alameda,8,1293,4116,3,2,2,0,1997
ML81844600,27827 Via Feliz ,Los Altos Hills,94022,Santa Clara,7,3550,98445.6,4,3,3,0,1980
CRIV21108109,144 Chumash Cove ,Perris,92570,Riverside,1,2300,9148,5,3,3,0,2021
CNSR21094540,26966 Pebble Ridge PL ,Valencia,91381,Los Angeles,0,4129,9051,5,5,5,0,2003
CRIV21108377,1181 Paseo Tasco CIR ,Corona,92882,Riverside,1,1944,7841,4,2,2,0,1996
CRNS21109076,7915 Santa Ysabel AVE 1,Atascadero,93422,San Luis Obispo,14,1460,864,3,2,2,0,2006
TM21-732388,14990 Valley Vista BLVD ,Sherman Oaks,91403,Los Angeles,0,2073,4734,3,3,3,0,1948
CRPTP2103666,24 Bridgetown ,Coronado,92118,San Diego,5,2095,4146,4,3,3,0,1988
CRSW21100792,27101 Tosa LN ,Menifee,92584,Riverside,1,2096,8712,3,2,2,0,2003
CNSR21107438,27508 Natalie WAY ,Saugus,91350,Los Angeles,0,2080,5421,3,3,2,1,1988
ME221053848,3624 Pomo LN ,Modesto,95356,Stanislaus,12,1358,6007,3,2,2,0,1975
BE40950736,5319 Charlotte Way ,Livermore,94550,Alameda,8,1588,6200,3,2,2,0,1970
CRPW21096520,3049 Pattiz AVE ,Long Beach,90808,Los Angeles,0,1383,6282,3,1,1,0,1954
ME221052394,2853 Mccloud WAY ,Roseville,95747,Placer,9,2084,7379,3,2,2,0,2002
BA321042388,891 Fall River TRL ,Vacaville,95687,Solano,16,1979,7212,4,2,2,0,1989
CRCV21110134,14357 Cerecita DR ,Whittier,90604,Los Angeles,0,2135,12247,4,3,3,0,1949
EB40951774,1816 Dolphin Ct ,Discovery Bay,94505,Contra Costa,6,2059,7139,3,3,3,0,1985
CC40950973,1020 Circle Creek Ln ,Lafayette,94549,Contra Costa,6,1599,8200,4,2,2,0,1953
CRWS21115494,529 Smith LN ,West Covina,91791,Los Angeles,0,1850,3769,3,3,2,1,2016
EB40950540,1955 Rose Ln ,Pleasant Hill,94523,Contra Costa,6,1040,7875,3,1,1,0,1950
ME221056539,3406 Terrace PL ,Rocklin,95765,Placer,9,1577,7919,3,2,2,0,1987
CRSW21108323,29166 Sunswept DR ,Lake Elsinore,92530,Riverside,1,1549,4791,3,2,2,0,2004
CRIV21107208,5950 Roosevelt DR ,Fontana,92336,San Bernardino,3,2648,6223,4,3,2,1,2003
CRNDP2105704,3066 Dove ST ,San Diego,92103,San Diego,5,1794,7700,3,2,2,0,1959
BA321042783,1632 Hillview TER ,Santa Rosa,95405,Sonoma,20,1376,8076,3,2,2,0,1961
CRLC21102807,4742 Pauline PL ,Kelseyville,95451,Lake,29,1424,7747,3,2,2,0,1991
ML81844403,506 Encino DR ,Aptos,95003,Santa Cruz,25,1157,11326,2,2,2,0,1977
CRNDP2105563,4656 Lyric Lane ,San Diego,92117,San Diego,5,3043,6400,6,4,3,1,2000
CRSN21108185,213 Crater Lake DR ,Chico,95973,Butte,11,2104,8276,4,3,3,0,2004
CRIV21104205,16748 Kettenburg LN ,Moreno Valley,92551,Riverside,1,1387,6970,3,2,2,0,1988
CRSW21108735,17709 Camino San Simeon ,Moreno Valley,92551,Riverside,1,2541,4792,4,3,2,1,2005
ML81844820,3138 Tuscolana WAY ,San Jose,95125,Santa Clara,7,1489,1350,3,3,2,1,2003
BE40950122,138 Vienna DR ,Milpitas,95035,Santa Clara,7,2097,6000,4,3,2,1,1978
CC40951231,3425 Wren Ave ,Concord,94519,Contra Costa,6,1211,16125,3,2,2,0,1963
EB40950606,2455 Highland Ave ,Oakland,94606,Alameda,8,1160,5600,2,1,1,0,1918
CNSR21106226,27746 Kristin LN ,Saugus,91350,Los Angeles,0,1632,4788,3,3,2,1,1993
ME202003611,10132 Texas Hill RD ,Oregon House,95962,Yuba,18,2168,294466,3,2,2,0,2002
CRMD21113568,42155 Long Hollow DR ,Coarsegold,93614,Madera,28,2385,58806,3,3,2,1,1987
CROC21094053,6551 Walton DR ,Huntington Beach,92647,Orange,2,1368,6888,4,1,1,0,1964
CNSR21107492,27068 Cherry Willow DR ,Canyon Country,91387,Los Angeles,0,2434,5423,3,3,3,0,2010
CRV1-5854,1230 Coe ST ,Camarillo,93010,Ventura,17,1844,7280,4,2,2,0,1974
ME221048672,5128 RAMBLER ,Sacramento,95841,Sacramento,4,1570,6534,3,2,2,0,1957
CRSW21114504,45332 Via Jaca ,Temecula,92592,Riverside,1,3322,10890,4,3,3,0,1995
BA321037085,254 S Temelec ,Sonoma,95476,Sonoma,20,1598,4944,2,2,2,0,1989
CNSR21108013,28136 Royal RD ,Castaic,91384,Los Angeles,0,1257,9969,3,2,2,0,1985
CRIG21109066,26010 Eliot AVE ,Moreno Valley,92555,Riverside,1,1739,7405,4,3,2,1,1988
CRIV21103249,2908 E Big Range RD ,Ontario,91761,San Bernardino,3,2767,7800,5,3,3,0,1990
CNSR21104634,8460 Hatillo AVE ,Winnetka,91306,Los Angeles,0,1966,9470,4,2,2,0,1948
CROC21096179,3 Remington LN ,Aliso Viejo,92656,Orange,2,3791,7670,4,5,4,1,2000
BA321056631,62 Paseo Mirasol ,Tiburon,94920,Marin,15,3490,29150,4,3,2,1,1971
ME221053005,914 Creekside PL ,Manteca,95336,San Joaquin,10,2004,10951,4,2,2,0,1989
CRP1-4809,736 Greenridge DR ,La Canada Flintridge,91011,Los Angeles,0,4870,29077,5,5,4,1,1984
ME221057773,2109 Virgilia LN ,Olivehurst,95961,Yuba,18,1014,6098,3,2,2,0,1961
ML81844982,5 Anguido CT ,Hillsborough,94010,San Mateo,13,4810,24336,4,6,4,2,1980
CRPTP2103349,2596 Cedar Grove Ct. ,Chula Vista,91915,San Diego,5,2648,5778,5,3,3,0,2000
ME221053889,5145 Gazelle Ridge WAY ,Antelope,95843,Sacramento,4,3180,6007,6,3,3,0,2004
ME221045889,722 Wagon Wheel LN ,Lincoln,95648,Placer,9,1795,8551,3,2,2,0,2004
BE40951092,1718 Via Del Verdes ,Concord,94521,Contra Costa,6,3135,43560,6,4,3,1,1957
ML81844297,18863 Casa Blanca LN ,Saratoga,95070,Santa Clara,7,1152,7630,3,2,2,0,1957
ML81844620,724 Dorothy AVE ,San Jose,95125,Santa Clara,7,1161,5505,2,3,2,1,1925
ML81844994,1754 Coastland AVE ,San Jose,95125,Santa Clara,7,1308,5123,3,2,2,0,1949
CROC21112206,328 W Avenida Gaviota ,San Clemente,92672,Orange,2,2388,16898,3,3,2,1,1978
CRSC21106592,8255 Azucena AVE ,Atascadero,93422,San Luis Obispo,14,1800,15133,4,2,2,0,1965
CRIG21110625,14015 Hidden Valley DR ,Victorville,92392,San Bernardino,3,1910,7227,4,2,2,0,2000
CC40951387,48 Via Floreado ,Orinda,94563,Contra Costa,6,2649,32000,4,3,3,0,1958
TM21-737832,924 W 78Th ST ,Los Angeles,90044,Los Angeles,0,1470,5720,4,2,2,0,1913
ME221059116,1117 Northridge DR ,Yuba City,95991,Sutter,23,1583,7405,3,2,2,0,1989
BA321025610,5 Westwood DR ,San Rafael,94901,Marin,15,2571,7200,4,3,3,0,1955
CRNP21105732,206 Via Dijon ,Newport Beach,92663,Orange,2,2421,3520,3,3,2,1,1956
CRPW21026867,1527 E Harmony LN ,Fullerton,92831,Orange,2,1522,10334,3,1,1,0,1956
ML81845136,423 Spruce ST ,Half Moon Bay,94019,San Mateo,13,1572,7353,3,2,2,0,1959
CRSW21110283,24589 Avenida Musico ,Murrieta,92562,Riverside,1,2745,7405,4,3,3,0,1996
CNSR21108028,37751 Bluette LN ,Palmdale,93551,Los Angeles,0,1780,7730,3,2,2,0,2005
SF421554819,376 Arroyo DR ,South San Francisco,94080,San Mateo,13,1110,6200,3,2,2,0,1956
CRCV21112576,16576 El Revino DR ,Fontana,92336,San Bernardino,3,1936,7707,3,3,2,1,2005
TM21-733730,48 Hackamore LN ,,91307,Los Angeles,0,6238,43560,8,8,8,0,1990
CRPW21093742,828 E Glendora AVE ,Orange,92865,Orange,2,1185,8400,3,1,1,0,1962
TM21-732932,13440 Albers ST ,Sherman Oaks,91401,Los Angeles,0,1684,6006,2,2,1,1,1954
TM21-733296,6741 Sunnybrae AVE ,Winnetka,91306,Los Angeles,0,1092,8096,3,1,1,0,1954
ME221056497,1378 Sharp AVE ,Marysville,95901,Yuba,18,3104,19166,7,4,3,1,1952
CRIG21105971,24057 Spencer Butte DR ,Perris,92570,Riverside,1,2247,96703,5,2,2,0,2006
CNSR21110039,2128 Guerne AVE ,Simi Valley,93063,Ventura,17,1462,5608,4,2,2,0,1970
ME202100773,874 Lakeview ,Redding,96001,Shasta,37,2356,6534,3,3,3,0,1940
ML81844435,2316 Semillion CT ,Oakdale,95361,Stanislaus,12,2359,6025,5,3,3,0,1999
ML81844700,605 Serenade WAY ,San Jose,95111,Santa Clara,7,1137,4980,3,2,2,0,1958
CRSW21107032,28926 Kennebunk CT ,Temecula,92591,Riverside,1,2778,6098,4,3,2,1,2005
ML81845666,148 Ruby AVE ,San Carlos,94070,San Mateo,13,3203,8050,4,4,3,1,1950
SF421553486,64 Castleton AVE ,Daly City,94015,San Mateo,13,940,3400,2,1,1,0,1954
ME221052584,1132 River Rock ,Folsom,95630,Sacramento,4,2797,10598,4,3,2,1,1985
CRP1-4731,3316 Castera AVE ,Glendale,91208,Los Angeles,0,1674,6824,3,1,1,0,1932
CNSR21119215,19426 Castille LN ,Saugus,91350,Los Angeles,0,1964,9046,3,2,2,0,2013
CRBB21106071,10300 Penrose ST ,Sun Valley,91352,Los Angeles,0,2034,18744,3,1,1,0,1962
TM21-734442,5708 W 76Th ST ,Los Angeles,90045,Los Angeles,0,1250,6357,3,1,1,0,1947
CROC21105328,25752 Encanto CT ,Laguna Hills,92653,Orange,2,1768,9600,3,2,2,0,1978
CROC21105575,37 Parkcrest ,Irvine,92620,Orange,2,2597,4664,4,4,3,1,1997
CRIG21108086,6017 Belle AVE ,Buena Park,90620,Orange,2,1032,6600,3,2,1,1,1969
CRNDP2105504,3396 Lookout Plc ,San Marcos,92078,San Diego,5,1646,4643,4,3,2,1,1996
CRSW21106163,4526 Trotter DR ,Hemet,92545,Riverside,1,2457,7405,3,2,2,0,2007
ML81845757,2914 Manda DR ,San Jose,95124,Santa Clara,7,1515,5414,4,2,2,0,1954
BE40949837,1473 Kolln St ,Pleasanton,94566,Alameda,8,1159,6500,3,2,2,0,1965
CNSR21107927,3642 E Avenue R11 ,Palmdale,93550,Los Angeles,0,1144,4297,3,2,2,0,1984
CRSW21105571,2638 Clearcrest LN ,Fallbrook,92028,San Diego,5,2861,21780,3,2,2,0,2000
CNSR21105552,7618 Stewart And Gray RD ,Downey,90241,Los Angeles,0,1472,7940,3,2,2,0,1938
CRIV21106401,5760 Alta Vista WAY ,Fontana,92336,San Bernardino,3,1755,5400,3,3,2,1,2001
CREV21111457,27324 Pinewood DR ,Lake Arrowhead,92352,San Bernardino,3,1344,13750,3,2,2,0,1969
BE40950888,14 W Whittier Ave ,Tracy,95376,San Joaquin,10,1751,5000,4,1,1,0,1948
CRSW21097339,852 Rubi CT ,San Jacinto,92583,Riverside,1,2418,5663,4,3,3,0,1991
CRSN21107889,176 Apache CIR ,Oroville,95966,Butte,11,1757,7841,3,2,2,0,2008
CRDW21109323,11431 Buell ST ,Santa Fe Springs,90670,Los Angeles,0,1206,6321,3,2,2,0,1952
TM21-733128,2631 Greenfield AVE ,Los Angeles,90064,Los Angeles,0,1778,6316,3,3,3,0,1938
ME221053284,2362 Ranch RD ,Placerville,95667,El Dorado,19,1984,217800,3,2,2,0,1988
ME602158,1725 Clark AVE ,Yuba City,95991,Sutter,23,1326,6534,3,2,2,0,1985
BA321039575,205 Knoll Haven ,Sebastopol,95472,Sonoma,20,2971,87556,4,3,3,0,1996
ME221054661,5317 S ST ,Sacramento,95819,Sacramento,4,1553,5663,3,2,2,0,1948
CRNDP2106042,1209 Branding Iron CIR ,Vista,92081,San Diego,5,1896,15246,3,3,2,1,1980
CRCV21107141,14673 Polo RD ,Victorville,92394,San Bernardino,3,1984,5000,3,3,2,1,2005
CREV21106253,31143 Rachel LN ,Homeland,92548,Riverside,1,2179,7405,4,3,3,0,2017
ME221053352,7932 Marsannay WAY ,Sacramento,95829,Sacramento,4,1339,4726,3,2,2,0,2002
ME221053530,2603 Daniel Hansen WAY ,Tracy,95377,San Joaquin,10,2878,5354,4,3,3,0,2016
ME221057146,2170 Lydia Bradley ST ,Stockton,95206,San Joaquin,10,1307,5502,3,2,2,0,1999
BA321047059,2386 Baggett DR ,Santa Rosa,95401,Sonoma,20,1846,7832,4,3,3,0,1979
ME221056295,1766 Hicks AVE ,Olivehurst,95961,Yuba,18,2594,7841,5,3,3,0,2005
CRNP21114645,27 B Surfside ,Seal Beach,90740,Orange,2,2060,1560,3,4,3,1,1989
ML81844376,404 N 5th ST ,San Jose,95112,Santa Clara,7,3600,7370,8,5,5,0,1901
TM21-738688,610 21St Place PL ,Santa Monica,90402,Los Angeles,0,2273,9015,3,2,2,0,1945
CROC21104291,21832 Caminito DR ,Trabuco Canyon,92679,Orange,2,2811,6500,4,3,3,0,1989
CROC21100258,9 Pima CT ,Rancho Santa Margarita,92688,Orange,2,1551,3850,3,2,2,0,1988
CNSR21109343,17834 Tribune ST ,Granada Hills,91344,Los Angeles,0,1282,13299,3,2,2,0,1946
EB40950707,1430 Auseon Ave ,Oakland,94621,Alameda,8,1476,4000,3,2,2,0,1915
ML81845127,17410 Shelton WAY ,Morgan Hill,95037,Santa Clara,7,2230,4482,4,3,2,1,2012
CRPW21109782,1180 Alameda ,Big Bear City,92314,San Bernardino,3,1604,10518,3,2,2,0,1995
ME221055096,117 Pellegrino CT ,Lincoln,95648,Placer,9,1656,2844,3,3,2,1,2013
CNSR21103053,1272 Veeh DR ,Tustin,92780,Orange,2,1465,7210,3,2,2,0,1963
ML81845057,314 11th ,Montara,94037,San Mateo,13,1620,6000,3,3,2,1,1910
ME221052693,3936 Thornhill DR ,Sacramento,95826,Sacramento,4,1579,8276,4,2,2,0,1976
CRSW21112335,25958 Faircrest CIR ,Hemet,92544,Riverside,1,1931,44431,4,3,2,1,1990
CRSW21106065,26310 Wisdom DR ,Hemet,92544,Riverside,1,2666,19602,4,3,3,0,2006
CRNDP2105676,495 Camino Bailen ,Escondido,92029,San Diego,5,2817,8847,4,4,3,1,1991
ML81844554,2518 Fuchsia ,San Jose,95125,Santa Clara,7,1695,6300,3,3,3,0,1953
CRPW21105406,5535 Via Vallarta ,Yorba Linda,92887,Orange,2,2599,7500,5,3,3,0,1987
CRPTP2103428,155 E Naples ST ,Chula Vista,91911,San Diego,5,2200,8300,4,4,4,0,1956
BE40949465,1391 Windswept Cmn ,Livermore,94550,Alameda,8,1428,2472,3,3,2,1,2016
BA321042712,106 Chaffey CT ,Vacaville,95687,Solano,16,1420,5936,3,2,2,0,1990
TM21-731544,5145 Bellaire AVE ,Valley Village,91607,Los Angeles,0,6770,13052,7,5,3,2,1988
CRIG21109180,1750 W Townsend ST ,Rialto,92377,San Bernardino,3,2272,8500,4,3,3,0,1990
EB40950467,804 Bluestone Dr. ,Oakley,94561,Contra Costa,6,2432,6300,4,3,3,0,2015
CROC21113104,4 Hunter ,Irvine,92620,Orange,2,2566,4700,4,3,2,1,1979
CRDW21100525,12237 Eastbrook AVE ,Downey,90242,Los Angeles,0,1176,5699,3,2,2,0,1952
CRNDP2105496,1559 Clifftop AVE ,San Marcos,92078,San Diego,5,2691,8755,5,3,2,1,2004
CRNDP2105521,1821 Cortez AVE ,Escondido,92026,San Diego,5,1457,8537,3,2,2,0,1977
CRIV21111239,658 W Manzanita ST ,Rialto,92376,San Bernardino,3,1488,4300,3,3,2,1,1985
ME221053817,4449 Greenbrae RD ,Rocklin,95677,Placer,9,3104,24259,4,3,3,0,2013
ME221053810,4830 Spyglass DR ,Ione,95640,Amador,34,2125,8276,4,3,3,0,2011
ME221053834,1535 Sunnybrook CT ,Penryn,95663,Placer,9,3859,100188,5,4,3,1,1993
CROC21107737,28852 Via Leona ,San Juan Capistrano,92675,Orange,2,3326,18750,5,3,3,0,1993
CRSW21115689,1155 Gardenia CIR ,Hemet,92543,Riverside,1,939,3485,2,2,2,0,1977
CRPTP2103626,8821 Hillslope AVE ,Spring Valley,91977,San Diego,5,1015,6500,3,1,1,0,1959
ML81844726,68 Fairview PLZ ,Los Gatos,95030,Santa Clara,7,2497,5199,4,3,3,0,2020
EB40950469,2581 Modena Dr ,Pittsburg,94565,Contra Costa,6,2403,3351,4,3,2,1,2017
ME221056643,6013 Villa Rosa WAY ,Elk Grove,95758,Sacramento,4,1618,5972,3,2,2,0,1990
ML81844999,1010 Crestview DR ,San Carlos,94070,San Mateo,13,2300,8176,4,3,2,1,1965
CRPW21100310,7977 Glide Path CT ,Chino,91708,San Bernardino,3,2190,3085,4,4,3,1,2005
CRSW21105060,33565 Cyclamen LN ,Murrieta,92563,Riverside,1,2459,7405,4,3,3,0,2003
BE40950276,33023 Lake Bluestone St ,Fremont,94555,Alameda,8,960,3120,2,1,1,0,1970
CRSW21111738,27419 Mortensen CT ,Menifee,92584,Riverside,1,2401,10019,5,3,3,0,2011
BE40950893,33 Liquidamber ,Danville,94506,Contra Costa,6,3452,7700,5,3,3,0,1986
CRDW21108252,11420 Belcher ST ,Norwalk,90650,Los Angeles,0,741,2543,2,1,1,0,1954
CRNP21103615,26501 Dapple Grey DR ,Laguna Hills,92653,Orange,2,2826,20130,4,3,3,0,1978
CRIV21109103,24978 Lawton AVE ,Loma Linda,92354,San Bernardino,3,1625,8850,3,2,2,0,1964
ME221055536,408 Marc AVE ,Stockton,95207,San Joaquin,10,1500,7501,4,2,2,0,1956
ML81845126,1314 Cloud AVE ,Menlo Park,94025,San Mateo,13,4430,7000,5,5,4,1,1947
CREV21110278,31838 Wagon Wheel DR ,Running Springs,92382,San Bernardino,3,1016,5565,2,1,1,0,1950
CRSC21107159,835 Del Rio AVE ,San Luis Obispo,93405,San Luis Obispo,14,2176,8380,3,3,2,1,1980
ME221054916,1512 Higbee DR ,Modesto,95350,Stanislaus,12,1640,9148,3,2,2,0,1966
CC40950381,446 Diana Drive ,Vallejo,94589,Solano,16,1677,5662,5,2,2,0,1955
CRCV21113661,10720 Standard AVE ,Lynwood,90262,Los Angeles,0,1222,5752,4,2,2,0,1949
CRPW21108597,380 W Tulip Tree AVE ,Orange,92865,Orange,2,2084,3317,3,3,2,1,2008
CRNDP2104837,7782 Calle Mejor ,Carlsbad,92009,San Diego,5,1758,3632,4,3,2,1,1998
CRPF21097838,2848 Foss AVE ,Arcadia,91006,Los Angeles,0,722,5192,2,1,1,0,1949
CROC21108530,1242 Oakglen Ave. ,Arcadia,91006,Los Angeles,0,2787,10564,4,3,2,1,1957
CC40950060,1875 Mustang Ct ,Concord,94521,Contra Costa,6,2077,7200,4,3,2,1,1984
ML81845629,1741 Topeka AVE ,San Jose,95126,Santa Clara,7,1166,6858,2,1,1,0,1941
ML81844918,497 Cheyenne LN ,San Jose,95123,Santa Clara,7,1345,6358,4,2,2,0,1965
ME221037477,8712 La Crosse WAY ,Sacramento,95823,Sacramento,4,1688,6103,3,3,2,1,1991
TM21-750592,11516 La Maida ST ,North Hollywood,91601,Los Angeles,0,2046,8399,3,2,2,0,1936
CRPW21106405,507 W Knepp AVE ,Fullerton,92832,Orange,2,1831,6564,4,3,3,0,1953
CRPW21048239,2288 Gould AVE ,Tustin,92782,Orange,2,2035,6541,4,3,3,0,1998
CRAR21102457,1235 Shenandoah RD ,San Marino,91108,Los Angeles,0,8280,41036,8,8,6,2,1951
CNSR21109120,13112 Silver Creek ST ,Moorpark,93021,Ventura,17,1711,7084,4,3,2,1,1987
TM21-733230,1529 Stearns DR ,Los Angeles,90035,Los Angeles,0,1686,6447,3,2,2,0,1928
CRNS21105034,1085 San Adriano ST ,San Luis Obispo,93405,San Luis Obispo,14,1347,5931,4,2,2,0,1974
CC40950740,105 Banbury Way ,Benicia,94510,Solano,16,1667,6969,3,2,2,0,1972
CRND21107331,4152 Lake Circle DR ,Fallbrook,92028,San Diego,5,1854,3920,3,3,2,1,2009
CRSB21101130,6538 Certa DR ,Rancho Palos Verdes,90275,Los Angeles,0,1684,7923,3,2,2,0,1962
CRPV21108449,2408 Robinson ST ,Redondo Beach,90278,Los Angeles,0,1690,5172,3,2,2,0,1952
CRPW21110451,45 Amber CT ,Redlands,92374,San Bernardino,3,1273,8020,3,2,2,0,1978
CRPW21103388,4333 E Cornwall AVE ,Orange,92867,Orange,2,3441,16200,4,4,4,0,1992
